kasuZbkia,gaixotasunak,gaixotasunUMLS,sintomak,sintomenUMLS,gaixSin,gaixSinUMLS
393,"linfoma no-Hodgkin,neumonía","C0024305 C0024305,C0032285#C3714636",,,"linfoma,infecciones,neumonía","C0024305_1,C0009450,C0032285#C3714636"
394,"dolor lumbar,infiltración","C0024031 C0024031,C0702249#C0332448","astenia,proteinuria","C0004093#C3714552,C0033687_1","dolor,astenia,proteinuria,infiltración","C0024031_1,C0004093#C3714552,C0033687_1,C0702249#C0332448"
395,"secreción,purulento,secreción,le","C0012621,C0439665,C0012621,C1292157#C0409974",le,C1292157#C0409974,"secreción,secreción","C0012621,C0012621"
396,"diabetes mellitus tipo 2,otalgia,otorrea,Le,tejido de granulación,osteomielitis","C0011860 C0011860 C0011860 C0011860,C0013456,C0155540,C1292157#C0409974,C0018180 C0018180 C0018180,C0029443","microalbuminuria,signos,Le,dolor,parálisis","C0730345,C0311392,C1292157#C0409974,C0030193,C0522224#C0553727","diabetes,mellitus,mal,control,retinopatía,microalbuminuria,afectación,otalgia,otorrea,dolor,parálisis,tejido,de,granulación,destrucción,osteomielitis","C0011860_1,C0011860_2,C0205169,C2587213,C0035309#C0035333,C0730345,-,C0013456,C0155540,C0030193,C0522224#C0553727,C0018180_1,C0018180_2,C0018180_3,C1261381,C0029443"
397,,,"VIH positivo,acuosa,color rojo","C0019699 C0019699,C0443350,C0332575#C1260956 C0332575#C1260956","VIH,diarrea,productos,patológicos","C0019699_1,C0011991,-,C1521733"
398,"otorrea,perforación,lesiones,solución de continuidad","C0155540,C0549099,C0332447#C1313971#C0221198,C0150077 C0150077 C0150077",hipoacusia,C1384666,"otorrea,perforación,lesiones,hipoacusia","C0155540,C0549099,C0332447#C1313971#C0221198,C1384666"
399,"disfonía,masa","C1527347#C1527344#C1527340#C0042940,C1306372#C0577559","fumador,masa,dificultad respiratoria","C0337664,C1306372#C0577559,C0013404#C0553668 C0013404#C0553668","fumador,disfonía,masa,dificultad","C0337664,C1527347#C1527344#C1527340#C0042940,C1306372#C0577559,C0013404#C0553668_1"
400,"síndrome nefrótico,depósitos","C0027726 C0027726,C0442627#C0333562","hallazgos,engrosamiento","C0243095,C0205400","síndrome,nefrótico,engrosamiento,espiculas,autoanticuerpos,circulantes","C0027726_1,C0027726_2,C0205400,-,C0004358,C0175630"
401,"toxoplasmosis,hematuria macroscópica,sedimento","C0040558,C0473237 C0473237,C0333562","mujer,febril,fiebre,oliguria,proteinuria","C0043210#C0015780#C0086418,C0015967,C0015967,C0028961,C0033687_1","febril,toxoplasmosis,fiebre,oliguria,hematuria,proteinuria,eosinófilos","C0015967,C0040558,C0015967,C0028961,C0473237_1,C0033687_1,C0014467"
402,"ACV,le","C0038454#C1540600,C1292157#C0409974","obesa,le","C0028754,C1292157#C0409974","obesa,ACV,HTA","C0028754,C0038454#C1540600,-"
403,"nefropatía diabética,nefropatía","C0011881 C0011881,C0022658#C0027720","Mujer,obesa,albuminuria","C0043210#C0015780#C0086418,C0028754,C0001925#C0033687","obesa,hipertensa,nefropatía,albuminuria,nefropatía","C0028754,-,C0011881_1,C0001925#C0033687,C0022658#C0027720"
404,"traumatismo,dolor lumbar diabetes mellitus no insulinodependiente,anemia microcítica,necrosis papilar","C3263723,C0024031 C0024031 C0011860 C0011860 C0011860 C0011860,C0085576 C0085576,C0022667 C0022667","caída,proteinuria","C0085639,C0033687_1","caída,traumatismo,dolor,orinas,oscuras,HTA,diabetes,mellitus,dislipemia,obesidad,gonartrosis,anemia,microhematuria,proteinuria,células,descamativas,bacterias,necrosis","C0085639,C3263723,C0024031_1,C0042036,C0332582,-,C0011860_1,C0011860_2,-,C0028754#C0451819#C1563743,-,C0085576_1,C0239937,C0033687_1,C1269647#C0007634,-,C0004611,C0022667_1"
405,le,C1292157#C0409974,"síntomas,le","C1457887,C1292157#C0409974",crecimiento,-
406,"hipertensión arterial,síndrome,fosa,desviación","C0020538 C0020538,C0012634#C0039082,C0332471,C0185033#C0333051","Mujer,fiebre,dolor,sedimento urinario","C0043210#C0015780#C0086418,C0015967,C0030193,C2945609#C1261248 C2945609#C1261248","hipertensión,osteoporosis,síndrome,general,fiebre,dolor,desviación,leucocituria,macrófagos","C0020538_1,C0029456,C0012634#C0039082,C0205246,C0015967,C0030193,C0185033#C0333051,-,C0024432"
407,,,disnea,C0013404#C0553668,disnea,C0013404#C0553668
408,"linfoma folicular,derrame pleural","C0024301 C0024301,C0032227 C0032227","Mujer,dolor pleurítico","C0043210#C0015780#C0086418,C0008033 C0008033","linfoma,dolor,derrame,exudado,leucocitos/_x001F_L","C0024301_1,C0008033_1,C0032227_1,C0015388#C0311437,-"
409,"lagrimeo,trastorno","C2363241#C0152227,C0012634#C0039082","mujer,dolor,congestión nasal,inyección conjuntival,crisis","C0043210#C0015780#C0086418,C0030193,C0027424 C0027424,C1761613 C1761613,C0231224","dolor,congestión,lagrimeo,crisis,trastorno","C0030193,C0027424_1,C2363241#C0152227,C0231224,C0012634#C0039082"
410,"disminución,neuritis óptica","C0333668#C0547047,C0029134 C0029134",,,"disminución,neuritis","C0333668#C0547047,C0029134_1"
411,,,"sacudidas,mirada fija,crisis,privación de sueño","C0040822#C1527384,C0423086 C0423086,C0231224,C0037316 C0037316 C0037316","sacudidas,afectación,crisis,privación,de,sueño,ingesta,alcohólica","C0040822#C1527384,-,C0231224,C0037316_1,C0037316_2,C0037316_3,-,C0337678"
412,demencia,C0497327,"rigidez,ataxia","C0427008#C0026837,C0004134","demencia,rigidez,ataxia,mioclonias,descargas","C0497327,C0427008#C0026837,C0004134,-,-"
413,"le,le,mioma,coágulos,le","C1292157#C0409974,C1292157#C0409974,C0027086,C0302148,C1292157#C0409974","le,mujer,le,cantidad,dolor,síntomas,le","C1292157#C0409974,C0043210#C0015780#C0086418,C1292157#C0409974,C1265611#C0237753,C0030193,C1457887,C1292157#C0409974","mioma,menstruaciones,coágulos,dolor","C0027086,C0025344#C0227854,C0302148,C0030193"
414,,,Mujer,C0043210#C0015780#C0086418,,
415,abortos,C0156543#C1281512,,,,
416,hemorragia vaginal,C2979982 C2979982,"Secundigesta,embarazo,dolor abdominal,contracciones","C0232997,C0549206#C0032961#C0549169,C0000737 C0000737,C1140999","hemorragia,dolor,contracciones","C2979982_1,C0000737_1,C1140999"
417,lesión,C0332447#C1313971#C0221198,mujer,C0043210#C0015780#C0086418,"SIL,lesión","-,C0332447#C1313971#C0221198"
418,"síncope,carcinoma intraductal,carcinoma ductal infiltrante,le","C0039070#C0332521_1,C0007124#C1334002 C0007124#C1334002,C1412014#C1176475 C1412014#C1176475 C1412014#C1176475,C1292157#C0409974","ritmo sinusal síncope,Mujer,pieza quirúrgica,le","C0232201 C0232201 C0039070#C0332521,C0043210#C0015780#C0086418,C0332644 C0332644,C1292157#C0409974","síncope,microcalcificaciones,carcinoma,lesión,carcinoma","C0039070#C0332521_1,C0521174,C0007124#C1334002_1,C0332447#C1313971#C0221198,C1412014#C1176475_1"
419,le,C1292157#C0409974,"Niño de,disnea de esfuerzo,soplo","C0680063 C0680063,C0231807 C0231807 C0231807,C0006318#C0018808_1","fatigabilidad,disnea,soplo,cianóticas","C0231230,C0231807_1,C0006318#C0018808_1,-"
420,,,"niño de,taquicardia","C0680063 C0680063,C0039231_1","palidez,taquicardia","C0030232#C1275397,C0039231_1"
421,"ectasia,Pielonefritis aguda","C0012359,C0520575 C0520575",reflujo,C0232483_1,"reflujo,ectasia,Pielonefritis","C0232483_1,C0012359,C0520575_1"
422,"rinorrea,le","C1260880_1,C1292157#C0409974","rinorrea,tos seca,sibilancias,fumadores,le","C1260880_1,C0850149 C0850149,C0043144#C0392681,C0337664,C1292157#C0409974","rinorrea,tos,fatiga,tiraje,sibilancias","C1260880_1,C0850149_1,C0015672,-,C0043144#C0392681"
423,"trastorno bipolar,nistagmo vertical,le","C0005586 C0005586,C0271386 C0271386,C1292157#C0409974","temblor,disartria,le","C0040822#C1527384_1,C0013362,C1292157#C0409974","trastorno,bipolar,temblor,ataxia,disartria,nistagmo","C0005586_1,C0005586_2,C0040822#C1527384_1,C0004134,C0013362,C0271386_1"
424,"dispepsia,le","C0013395#C0221512#C1282765,C1292157#C0409974","apatía,aislamiento social,anorexia,ansiedad,incapacidad,molestias,dispepsia,cefaleas,le,preocupación","C0085632,C0037421 C0037421,C1971624,C0003467,C0231172,C0231218,C0013395#C0221512#C1282765,C0018681,C1292157#C0409974,C0233481#C0549165","apatía,astenia,anorexia,intranquilidad,ansiedad,dificultades,alteraciones,dificultad,despistes,incapacidad,molestias,dispepsia,náuseas,cefaleas","C0085632,C0004093#C3714552,C1971624,-,C0003467,C1299586#C0332218,-,C1299586#C0332218,-,C0231172,C0231218,C0013395#C0221512#C1282765,-,C0018681"
425,"insomnio,enfermedad","C0917801#C0424566,C0012634#C0039082","agitación,irritabilidad,logorrea,fuga,cansancio,actuaciones","C0085631,C0022107,C0233719#C3248383,C0020703,C0015672#C0475255,C0699820","agitación,irritabilidad,agresividad,logorrea,insomnio,sensación,de,cansancio,enfermedad,fase,maniaca","C0085631,C0022107,-,C0233719#C3248383,C0917801#C0424566,C0036658#C1455667,C0332285,C0015672#C0475255,C0012634#C0039082,C0205390,-"
426,trastorno,C0012634#C0039082,"síntomas,tics","C1457887,C0040188","síntomas,compulsivos,tics,trastorno","C1457887,-,C0040188,C0012634#C0039082"
427,"disminución,le,le,le","C0333668#C0547047,C1292157#C0409974,C1292157#C0409974,C1292157#C0409974","ansiedad,descuidos,le,problemas en el trabajo,le,problemas en el trabajo,gratificación","C0003467,C0521874,C1292157#C0409974,C0425101 C0425101 C0425101 C0425101,C1292157#C0409974,C0425101 C0425101 C0425101 C0425101,C0234057","ansiedad,disminución,descuidos,absurdos,triste","C0003467,C0333668#C0547047,C0521874,-,-"
428,"tumefacción,artritis","C0038999,C0003864","descompensación,dolor,tumefacción,signos,artritis","C0231187,C0030193,C0038999,C0311392,C0003864","descompensación,dolor,tumefacción,artritis,microcristales,gérmenes","C0231187,C0030193,C0038999,C0003864,-,-"
429,"valvulopatía,nódulos,aftas orales","C0018824,C0028259,C0038363#C0585635 C0038363#C0585635",,,"valvulopatía,nódulos,dolorosos,aftas,úlceras","C0018824,C0028259,-,C0038363#C0585635_1,C0041582"
430,inflamación,C0021368#C0302158,factor reumatoide negativo,C0427391 C0427391 C0427391,"dolor,inflamación,factor,reumatoide","C1719974_3,C0021368#C0302158,C0427391_1,C0427391_2"
431,"hipertensión arterial,le","C0020538 C0020538,C1292157#C0409974",le,C1292157#C0409974,"hipertensión,gota","C0020538_1,C0018099#C1321095"
432,uveítis anterior sarcoidosis,C0022073#C0042165 C0022073#C0042165 C0036202,"mujer,disnea,hallazgos","C0043210#C0015780#C0086418,C0013404#C0553668,C0243095","disnea,uveítis,sarcoidosis","C0013404#C0553668,C0022073#C0042165_1,C0036202_1"
433,amaurosis,C0376288,"cefalea,dolor,rigidez matutina","C0018681,C0030193,C0457086 C0457086","cefalea,dolor,rigidez,amaurosis","C0018681,C0030193,C0457086_1,C0376288"
434,"le,luxación posterior","C1292157#C0409974,C1265659 C1265659",dolor intenso,C0458256 C0458256,"dolor,acortamiento,luxación","C0458256_1,C0441636,C1265659_1"
435,zona,C0019360,"dolor mecánico,dolor","C0234252 C0234252,C0030193","diabetes,dolor,dolor,radiolucente,subcondral","-,C0234252_1,C0030193,-,-"
436,gota,C0018099#C1321095,,,"gota,déficit","C0018099#C1321095,C0011155_1"
437,"accidente cerebrovascular,le,zona,punción,le","C0038454#C1540600 C0038454#C1540600,C1292157#C0409974,C0019360,C0033119,C1292157#C0409974","obesa,le,le,problemas,se mueve","C0028754,C1292157#C0409974,C1292157#C0409974,C0033213,C0578671 C0578671","obesa,hipertensa,insuficiente,accidente,ansiosa,descontrolada,midriasis","C0028754,-,C0231180,C0038454#C1540600_1,-,-,C0026961"
438,"le,lesión,fibrilación auricular,isquemia,embolia,edemas,le","C1292157#C0409974,C0332447#C1313971#C0221198,C0004238 C0004238,C0022116,C1704212#C0013922,C0013604,C1292157#C0409974","le,malestar general,cansancio,disnea,insuficiencia,eupneica,edemas,soplo sistólico","C1292157#C0409974,C0234215#C0231218 C0234215#C0231218,C0015672#C0475255,C0013404#C0553668,C0231179,C0231795,C0013604,C0232257 C0232257","malestar,náuseas,pérdida,molestias,cansancio,disnea,lesión,fibrilación,insuficiencia,isquemia,embolia,bigeminismo,edemas,soplo","C0234215#C0231218_1,-,-,C0231218,C0015672#C0475255,C0013404#C0553668,C0332447#C1313971#C0221198,C0004238_1,C0231179,C0022116,C1704212#C0013922,-,C0013604,C0232257_1"
439,"enfermedad,quemadura eléctrica,quemadura","C0012634#C0039082,C0006436 C0006436,C0006434_1",tensión,C0038435,"quemadura,quemadura,lesión,estallido","C0006436_1,C0006434_1,C0332447#C1313971#C0221198,C0337091"
440,"disminución,le,le","C0333668#C0547047,C1292157#C0409974,C1292157#C0409974","Mujer,le,le","C0043210#C0015780#C0086418,C1292157#C0409974,C1292157#C0409974",disminución,C0333668#C0547047
441,cáncer de pulmón,C0242379#C0684249 C0242379#C0684249 C0242379#C0684249,fumador,C0337664,"patología,fumador,cáncer,afectación","C0030664,C0337664,C0242379#C0684249_1,-"
442,"vómitos gastroparesia diabética,hipertensión arterial,linfadenopatía,nódulo,neoplasia","C0042963 C0267176 C0267176,C0020538 C0020538,C0497156#C1504555,C0028259,C0027651#C1882062","mujer,fumador,dificultad para subir escaleras,tos seca,hallazgos","C0043210#C0015780#C0086418,C0337664,C0239067 C0239067 C0239067 C0239067,C0850149 C0850149,C0243095","diabética,sensación,de,saciedad,nauseas,vómitos,pérdida,gastroparesia,fumador,hipertensión,dislipemia,alcoholismo,debilidad,diplopia,tos,linfadenopatía,nódulo,neoplasia","-,C0036658#C1455667,C0332285,C0036239,-,C0042963_1,-,C0267176_1,C0337664,C0020538_1,-,C0001973,C0424594#C0004093#C3714552,-,C0850149_1,C0497156#C1504555,C0028259,C0027651#C1882062"
443,"enfermedades,adenocarcinoma,lesiones","C0012634#C0039082,C0001418,C0332447#C1313971#C0221198",,,"enfermedades,recaida,adenocarcinoma,lesiones","C0012634#C0039082,-,C0001418,C0332447#C1313971#C0221198"
444,"adenocarcinoma,metástasis,estreñimiento,vómitos","C0001418,C2939419#C0013930,C0009806,C0042963_1","Mujer,estreñimiento,ruidos,dolor abdominal","C0043210#C0015780#C0086418,C0009806,C0006318,C0000737 C0000737","adenocarcinoma,metástasis,estreñimiento,náuseas,vómitos,dolor","C0001418,C2939419#C0013930,C0009806,C0423584_2,C0042963_1,C0000737_1"
445,hipertensión arterial,C0020538 C0020538,"fumador,hábito,conducta","C0337664,C0018464,C0004927","hipertensión,hábito,tabáquico","C0020538_1,C0018464,-"
446,"anemia,rectorragia,deterioro,neoplasia maligna de colon,le,complicaciones","C0002871#C0221395#C1510654,C0267596#C0018932_1,C1265875#C0684336#C0231171,C1304819#C0007102 C1304819#C0007102 C1304819#C0007102 C1304819#C0007102,C1292157#C0409974,C0009566#C2362589","mujer,rectorragia,deterioro,le,consecuencias","C0043210#C0015780#C0086418,C0267596#C0018932_1,C1265875#C0684336#C0231171,C1292157#C0409974,C0543419#C1368999#C1704419#C1280500#C1280519","anemia,rectorragia,decaimiento,deterioro,alteraciones,neoplasia","C0002871#C0221395#C1510654,C0267596#C0018932_1,-,C1265875#C0684336#C0231171,-,C1304819#C0007102_1"
447,"adenocarcinoma de estómago vómitos,enfermedad,bronconeumonía bilateral,insuficiencia,respiratoria,coagulopatía","C0278701 C0278701 C0278701 C0042963,C0012634#C0039082,C1300643 C1300643,C0035229_1,C0035229_2,C0005779","fiebre,disnea,insuficiencia,respiratoria,deterioro de la función renal","C0015967,C0013404#C0553668,C0035229_1,C0035229_2,C1278220 C1278220 C1278220 C1278220 C1278220","adenocarcinoma,intolerancia,vómitos,fiebre,disnea,enfermedad,bronconeumonía,insuficiencia,deterioro,coagulopatía","C0278701_1,C0231199,C0042963_1,C0015967,C0013404#C0553668,C0012634#C0039082,C1300643_1,C0035229_1,C1278220_1,C0005779"
448,neumotórax,C0032326,"dolor punzante,cianosis,taquipnea","C0235048#C0278145#C0423603 C0235048#C0278145#C0423603,C0010520,C0231835","dolor,disnea,obnubilación,cianosis,taquipnea,neumotórax","C0235048#C0278145#C0423603_1,C0013404#C0553668,-,C0010520,C0231835,C0032326"
449,"anisocoria,coma","C0003079,C0009421","varón,coma","C0086582,C0009421","anisocoria,midriatica,coma","C0003079,-,C0009421"
450,"drenaje,absceso perianal,zonas,úlceras","C0012621#C0013103#C0180499,C0031019 C0031019,C0019360,C0041582","diarrea,dolor abdominal pérdida de peso aspecto normal,aspecto normal","C0011991,C0000737 C0000737 C0043096#C1285591 C0043096#C1285591 C0043096#C1285591 C1271005#C0233426#C0332441#C0700364 C1271005#C0233426#C0332441#C0700364,C1271005#C0233426#C0332441#C0700364 C1271005#C0233426#C0332441#C0700364","absceso,supuración,diarrea,dolor,pérdida,úlceras,fistula,fistula","C0031019_1,C0012621,C0011991,C0000737_1,C0043096#C1285591_1,C0041582,-,-"
451,pericarditis idiopática aguda,C0155681#C1278725#C1278743 C0155681#C1278725#C1278743 C0155681#C1278725#C1278743,"dolor,decúbito dorsal","C0030193,C0038846 C0038846","dolor,dolor,pericarditis","C0030193,C0030193,C0155681#C1278725#C1278743_1"
452,fosa,C0332471,"dolor tipo cólico,sedimento urinario","C0232488 C0232488 C0232488,C2945609#C1261248 C2945609#C1261248","dolor,fiebre","C0232488_1,C0015967"
453,derrame pleural,C0032227 C0032227,"fiebre,dolor pleurítico,fiebre,murmullo vesicular","C0015967,C0008033 C0008033,C0015967,C0231857 C0231857","fiebre,mal,estado,dolor,fiebre,abolición,derrame","C0015967,C0205169,C0449438#C1301808,C0008033_1,C0015967,-,C0032227_1"
454,"hematuria macroscópica,gastroenteritis,otitis media","C0473237 C0473237,C0017160,C0029882 C0029882","hallazgos,líquido,presión,astenia,dolor abdominal,color oscuro","C0243095,C0444611#C1304698#C1697794#C0302908#C1704353,C0460139,C0004093#C3714552,C0000737 C0000737,C0332582 C0332582","líquido,astenia,dolor,hematuria,orinas,síntomas,miccionales,faringoamigdalitis,gastroenteritis,otitis","C0444611#C1304698#C1697794#C0302908#C1704353,C0004093#C3714552,C0000737_1,C0473237_1,C0042036,C1457887,-,-,C0017160,C0029882_1"
455,"hiperemesis gravídica,sangrado,cavidad,mola hidatiforme completa","C0020450#C0269661 C0020450#C0269661,C0019080,C1510420,C0020217#C0678213 C0020217#C0678213 C0020217#C0678213","Mujer,gestación,amenorrea,metrorragia,sangrado,gestación","C0043210#C0015780#C0086418,C0549206#C0032961#C0549169,C0002453,C0025874,C0019080,C0549206#C0032961#C0549169","amenorrea,hiperemesis,metrorragia,sangrado,mola,hidatiforme","C0002453,C0020450#C0269661_1,C0025874,C0019080,C0020217#C0678213_1,C0020217#C0678213_2"
456,"tiroiditis de Riedel,ictericia obstructiva carcinoma de páncreas,fibrosis,flebitis","C0154162 C0154162 C0154162,C0022354 C0022354 C0235974 C0235974 C0235974,C0016059,C0031542","Mujer,dolor abdominal pérdida de peso","C0043210#C0015780#C0086418,C0000737 C0000737 C0043096#C1285591 C0043096#C1285591 C0043096#C1285591","tiroiditis,dolor,pérdida,ictericia,carcinoma,carcinoma,células,infamatorias,fibrosis,flebitis,células,plasmáticas","C0154162_1,C0000737_1,C0043096#C1285591_1,C0022354_1,C0235974_1,C0007097,C1269647#C0007634,-,C0016059,C0031542,C1269647#C0007634,-"
457,"fibrosis quística,les","C0010674#C1527396#C0016033 C0010674#C1527396#C0016033,C1292157#C0409974","homocigoto,portadores,les","C0019904,C0560175,C1292157#C0409974","fibrosis,mucoviscidosis","C0010674#C1527396#C0016033_1,C0010674#C1527396#C0016033"
458,"enfermedad de Duchenne,enfermedad,enfermedad de Duchenne","C0039223#C1282408 C0039223#C1282408 C0039223#C1282408,C0012634#C0039082,C0039223#C1282408 C0039223#C1282408 C0039223#C1282408","varones,portadora","C0086582,C0560175","enfermedad,de,Duchenne,enfermedad,enfermedad,enfermedad,de,Duchenne","C0039223#C1282408_1,C0039223#C1282408_2,C0039223#C1282408_3,C0012634#C0039082,C0012634#C0039082,C0039223#C1282408_1,C0039223#C1282408_2,C0039223#C1282408_3"
459,"leucocitosis,desviación,neumonía,infecciones,le,le,sedimento,sedimento","C0023518#C0750426,C0185033#C0333051,C0032285#C3714636,C0009450,C1292157#C0409974,C1292157#C0409974,C0333562,C0333562","fiebre,escalofríos,leucocitosis,soplos,le,le,piuria","C0015967,C0234192#C0085593#C0424790,C0023518#C0750426,C0006318#C0018808,C1292157#C0409974,C1292157#C0409974,C0034359","fiebre,escalofríos,taquipnéico,leucocitosis,desviación,soplos,neumonía,infecciones,piuria,cocos,grampositivos","C0015967,C0234192#C0085593#C0424790,-,C0023518#C0750426,C0185033#C0333051,C0006318#C0018808,C0032285#C3714636,C0009450,C0034359,C0009210,-"
460,"hipertensión arterial infarto agudo de miocardio,complicación","C0020538 C0020538 C0155626 C0155626 C0155626 C0155626,C0009566#C2362589","Mujer,disnea,soplo sistólico","C0043210#C0015780#C0086418,C0013404#C0553668,C0232257 C0232257","hipertensión,infarto,elevación,disnea,soplo,frémito","C0020538_1,C0155626_1,C0439775,C0013404#C0553668,C0232257_1,C0231890"
461,"cardiopatía isquémica,enfermedad renal crónica fibrilación auricular permanente","C0002962#C0151744 C0002962#C0151744,C0403447 C0403447 C0403447 C2586056 C2586056 C2586056","insuficiencia,disfunción sistólica","C0231179,C0749225 C0749225","insuficiencia,cardiopatía,disfunción,enfermedad,fibrilación","C0231179,C0002962#C0151744_1,C0749225_1,C0403447_1,C2586056_1"
462,,,"febril,dolor,disnea,taquipnea,presión venosa yugular elevada pulso paradójico","C0015967,C0030193,C0013404#C0553668,C0231835,C0520861 C0520861 C0520861 C0520861 C0232118 C0232118","cuadro,febril,dolor,disnea,taquipnea","-,C0015967,C0030193,C0013404#C0553668,C0231835"
463,"demencia,leucocitosis,acidosis metabólica fibrilación auricular","C0497327,C0023518#C0750426,C0220981 C0220981 C0004238 C0004238","Mujer,dolor abdominal distensión abdominal,insuficiencia","C0043210#C0015780#C0086418,C0000737 C0000737 C0000731 C0000731,C0231179","demencia,dolor,deterioro,distensión,leucocitosis,insuficiencia,acidosis,fibrilación,neumatosis","C0497327,C0000737_1,C1279889_1,C0000731_1,C0023518#C0750426,C0231179,C0220981_1,C0004238_1,C0333139"
464,"le,inflamación,absceso mesentérico","C1292157#C0409974,C0021368#C0302158,C0267760 C0267760","Mujer,dolor abdominal,le","C0043210#C0015780#C0086418,C0000737 C0000737,C1292157#C0409974","dolor,fiebre,inflamación,absceso","C0000737_1,C0015967,C0021368#C0302158,C0267760_1"
465,"reducción,adenocarcinoma","C0333668,C0001418","hematoquezia,tenesmo,mal pronóstico","C0018932,C0232726,C0278252 C0278252","hematoquezia,tenesmo,adenocarcinoma,metástasis","C0018932,C0232726,C0001418,C0445092_2"
466,"disfagia,le,adenocarcinoma","C0232520#C0011168,C1292157#C0409974,C0001418","fumador,disfagia,regurgitaciones,dolor retroesternal,tumoración,engrosamiento,tumoración","C0337664,C0232520#C0011168,C2004489,C0151826 C0151826,C0577559,C0205400,C0577559","fumador,bebedor,disfagia,regurgitaciones,dolor,tumoración,adenocarcinoma,engrosamiento,metástasis","C0337664,-,C0232520#C0011168,C2004489,C0151826_1,C0577559,C0001418,C0205400,C0445092_2"
467,diabetes mellitus tipo I vómitos,C0011854 C0011854 C0011854 C0011854 C0042963,"Mujer,distensión abdominal esófago normal","C0043210#C0015780#C0086418,C0000731 C0000731 C0577015 C0577015","diabetes,mellitus,náuseas,vómitos,distensión","C0011854_1,C0011854_2,-,C0042963_1,C0000731_1"
468,"inestabilidad,hipotensión arterial","C1444783#C0231444,C0020649 C0020649",inestabilidad,C1444783#C0231444,"inestabilidad,deposiciones,negras,hipotensión,episodios,melénicos,descenso,cuadro,hemorrágico,melenas","C1444783#C0231444,-,-,C0020649_1,C0332189,-,-,-,C0333275,C0025222#C0222048"
469,prurito,C0036262#C0033774_1,"Mujer,prurito","C0043210#C0015780#C0086418,C0036262#C0033774_1","prurito,alteraciones,virus,de,hepatitis","C0036262#C0033774_1,-,C0042776,C0332285,C0019158"
470,"cirrosis alcohólica,hipertensión portal","C0023891 C0023891,C0020541 C0020541",,,"cirrosis,hepatocarcinoma,hipertensión,metástasis","C0023891_1,C2239176,C0020541_1,C2939419#C0013930"
471,"anemia ferropénica,úlceras,enfermedades,lesiones","C0162316#C0008272 C0162316#C0008272,C0041582,C0012634#C0039082,C0332447#C1313971#C0221198",,,"anemia,lesiones,úlceras,enfermedades,lesiones","C0162316#C0008272_1,C0332447#C1313971#C0221198,C0041582,C0012634#C0039082,C0332447#C1313971#C0221198"
472,enfermedad de Cushing macroadenoma hipofisario,C0221406 C0221406 C0221406 C0346308 C0346308,,,"enfermedad,de,Cushing,macroadenoma","C0221406_1,C0221406_2,C0221406_3,C0346308_1"
473,infecciones,C0009450,"mujer,obesa","C0043210#C0015780#C0086418,C0028754","diabética,obesa,infecciones","-,C0028754,C0009450"
474,,,"mujer,amenorrea secundaria","C0043210#C0015780#C0086418,C0232940 C0232940",amenorrea,C0232940_1
475,poliuria,C0032617,"Mujer,poliuria,polidipsia,diuresis","C0043210#C0015780#C0086418,C0032617,C1994994#C0085602,C0012797","poliuria,polidipsia","C0032617,C1994994#C0085602"
476,"lesiones,zona,neuropatía,hipohidrosis","C0332447#C1313971#C0221198,C0019360,C0442874#C0031117,C0020620","dolor intenso,fiebre,dolores del crecimiento sudoración,color rojo","C0458256 C0458256,C0015967,C0423693 C0423693 C0423693 C0038990,C0332575#C1260956 C0332575#C1260956","dolor,fiebre,dolores,sudoración,lesiones,neuropatía,hipohidrosis,angioqueratomas","C0458256_1,C0015967,C0423693_1,C0038990_1,C0332447#C1313971#C0221198,C0442874#C0031117,C0020620,-"
477,disfagia,C0232520#C0011168,disfagia,C0232520#C0011168,"disfagia,ictus","C0232520#C0011168,-"
478,disfonía,C1527347#C1527344#C1527340#C0042940,"Mujer,masa palpable","C0043210#C0015780#C0086418,C0746412 C0746412","cuadro,confusional,disfonía,masa","-,-,C1527347#C1527344#C1527340#C0042940,C0746412_1"
479,"lesiones,le","C0332447#C1313971#C0221198,C1292157#C0409974","Mujer,Menopausia,embarazos,sangrado vaginal,conductas,le","C0043210#C0015780#C0086418,C0025320#C0567312,C0549206#C0032961#C0549169,C0426196 C0426196,C0004927,C1292157#C0409974","Menopausia,sangrado,molestias,lesiones","C0025320#C0567312,C0426196_1,C0231218,C0332447#C1313971#C0221198"
480,,,"Mujer,relación sexual utiliza preservativo flujo vaginal anormal","C0043210#C0015780#C0086418,C1314687#C0009990#C0009253 C1314687#C0009990#C0009253 C0420877 C0420877 C0476354 C0476354 C0476354","dolor,movilización,dolorosa","C1719974_3,C0185112,-"
481,,,Mujer,C0043210#C0015780#C0086418,,
482,"lesión,zona,carcinoma escamoso","C0332447#C1313971#C0221198,C0019360,C0007137 C0007137",Mujer,C0043210#C0015780#C0086418,"coitorragias,lesión,H-SIL,carcinoma","-,C0332447#C1313971#C0221198,-,C0007137_1"
483,"fractura,cáncer de mama ganglio centinela carcinoma ductal infiltrante ganglio centinela","C0016658,C0006142#C0678222 C0006142#C0678222 C0006142#C0678222 C0272401#C0677944 C0272401#C0677944 C1412014#C1176475 C1412014#C1176475 C1412014#C1176475 C0272401#C0677944 C0272401#C0677944","Mujer,comorbilidades","C0043210#C0015780#C0086418,C1275743","fractura,comorbilidades,cáncer,carcinoma,afectación,afectación","C0016658,C1275743,C0006142#C0678222_1,C1412014#C1176475_1,-,-"
