kasuZbkia,gaixotasunak,gaixotasunUMLS,sintomak,sintomenUMLS,gaixSin,gaixSinUMLS
326,"pápulas,pústulas,artritis","C0332563,C0241157,C0003864","fiebre,escalofríos,pápulas,artritis","C0015967,C0234192#C0085593#C0424790,C0332563,C0003864",,
327,"enfermedad de Chagas,le","C0041234,C1292157#C0409974",le,C1292157#C0409974,,
328,"infiltrado,neumonía","C0332448,C0032285#C3714636","dolor,tos","C0030193,C0010200","expectoración,sensación de falta de aire,broncograma,neumococo","C0232515#C0038056,C0036658#C1455667 C0332285 C0013404#C0553668 C0013404#C0553668 C0013404#C0553668,-,C0038410"
329,"purulento,disminución,DM tipo 2,demencia","C0439665,C0333668#C0547047,C0011860,C0497327","mujer,escalofríos,tos productiva,somnolencia,líquidos,somnolienta,soplos","C0043210#C0015780#C0086418,C0234192#C0085593#C0424790,C0239134,C2830004,C0444611#C1304698#C1697794#C0302908#C1704353,C0013144,C0006318#C0018808","HTA,sequedad,meningísmo,focalidad motora,crepitantes","-,-,-,-,-"
330,"le,colelitiasis,complicaciones","C1292157#C0409974,C0008350#C0947622,C0009566#C2362589","le,presiones,hallazgo","C1292157#C0409974,C0460139,C0243095",elevación,C0439775
331,le,C1292157#C0409974,le,C1292157#C0409974,,
332,"traumatismo,zona,shock","C3263723,C0019360,C0036974","caída,dolor intenso","C0085639,C0458256","pálida,sudorosa","C1971630#C0017651,-"
333,quemadura por llama,C0810083,,,,
334,,,"pérdida de peso,malestar inespecífico","C0043096#C1285591,C0595961",pérdida,-
335,purulenta,C0439665,"mujer,insuficiencia,disnea,tos","C0043210#C0015780#C0086418,C0231179,C0013404#C0553668,C0010200","hipertensa,NYHA,expectoración","-,-,C0232515#C0038056"
336,,,"Niño de,nacimiento,hipoacusia","C0680063,C1148523#C0005615,C1384666",,
337,"edema,rinorrea","C0013604,C1260880","edema,rinorrea","C0013604,C1260880",,
338,ojo rojo,C0005858#C0235267,"Mujer,dolor,ojo rojo,fotofobia","C0043210#C0015780#C0086418,C0030193,C0005858#C0235267,C0085636",pérdida,-
339,"disminución,drusas,mácula,enfermedad","C0333668#C0547047,C1260959#C0333440,C0332573,C0012634#C0039082",,,desprendimiento,-
340,insomnio,C0917801#C0424566,"desánimo,nerviosismo,preocupaciones","C0233489,C0027769,C0233481#C0549165","ERE,inapetencia","-,-"
341,,,"agitación,ideas delirantes,abuso,signo,síntoma","C0085631,C0011253,C0562381#C0001678#C0392672,C0311392,C1457887",,
342,le,C1292157#C0409974,"le,malestar,pesar","C1292157#C0409974,C0231218,C1879338#C0018235",pérdidas,-
343,le,C1292157#C0409974,"crisis de pánico,actuaciones,crisis,miedo a,actuación,miedo,le,temor","C0086769,C0699820,C0231224,C0349231#C0015726,C0699820,C0015726#C1288289,C1292157#C0409974,C0015726#C1288289",,
344,"cáncer,neoplasia","C1306459#C0936282#C0006826,C0027651#C1882062","Mujer,raza caucásica,nulípara","C0043210#C0015780#C0086418,C1535514#C0007457,C0425979",,
345,"diabetes gestacional,hipertensión arterial esencial","C0085207,C0085580","Primigesta,dieta,dolor hipogástrico,metrorragia","C0860096,C0012155,C0241310,C0025874",afectación,-
346,pérdida de líquido,C0332234#C0235395,"líquido,registro,contracciones","C0444611#C1304698#C1697794#C0302908#C1704353,C0079809#C0421433,C1140999",malformaciones,-
347,Le,C1292157#C0409974,"mujer,dolor abdominal,amenorrea,Le,embarazo","C0043210#C0015780#C0086418,C0000737,C0002453,C1292157#C0409974,C0549206#C0032961#C0549169",pérdidas,-
348,"petequias,equimosis,sangrado,zonas,punción,hemorragia pulmonar","C0031256,C0013491,C0019080,C0019360,C0033119,C0151701#C0392459","recién nacido prematuro,equimosis,sangrado","C0233315,C0013491,C0019080",mal estado,C0205169 C0449438#C1301808
349,le,C1292157#C0409974,"comportamiento,vocalizaciones,le,hallazgos","C0004927,C0564182,C1292157#C0409974,C0243095",,
350,"le,nódulo,punción,cáncer","C1292157#C0409974,C0028259,C0033119,C1306459#C0936282#C0006826","mujer,le","C0043210#C0015780#C0086418,C1292157#C0409974",,
351,"aneurisma de aorta abdominal,oclusión","C0162871,C0028778",,,,
352,,,insuficiencia,C0231179,,
353,adenocarcinoma,C0001418,,,diferenciación,-
354,hepatoesplenomegalia,C0019214,,,déficit,C0011155
355,"síndrome hemofagocítico,hepatoesplenomegalia,anemia,trombopenia,defecto","C0024291#C0019624,C0019214,C0002871#C0221395#C1510654,C0040034,C1457869#C0231172","defecto,capacidad","C1457869#C0231172,C0086035","linfohistiocitosis,hipetransaminasemia,aumento","-,-,C0442805"
356,"síndrome,neumonías","C0012634#C0039082,C0032285#C3714636",,,síndrome diarreico,C0012634#C0039082 -
357,le,C1292157#C0409974,"Niño de,le","C0680063,C1292157#C0409974",herida,-
358,"le,sedimento","C1292157#C0409974,C0333562","Mujer,disuria,polaquiuria,síntomas,le,sedimento urinario,sensibilidad","C0043210#C0015780#C0086418,C0013428,C0042023,C1457887,C1292157#C0409974,C2945609#C1261248,C1264642#C0439823#C0312418",Escherichia coli,-
359,bronquiolitis,C0006271,,,,
360,"síncope,le","C0039070#C0332521,C1292157#C0409974","mujer,síncope,mareo,disnea,taquicardia,soplos,galope,le","C0043210#C0015780#C0086418,C0039070#C0332521,C0012833#C0220870,C0013404#C0553668,C0039231,C0006318#C0018808,C0232200,C1292157#C0409974",sudorosa,-
361,"microhematuria,cilindros","C0239937,C0302143","Mujer,astenia,anorexia,pérdida de peso,proteinuria","C0043210#C0015780#C0086418,C0004093#C3714552,C1971624,C0043096#C1285591,C0033687","expectoración,febrícula,hemosiderófagos,infiltrados","C0232515#C0038056,-,-,-"
362,carcinoma medular,C0206693,"Mujer,masa adrenal","C0043210#C0015780#C0086418,C0342500",,
363,"neutropenia,edema","C0027947#C0001824#C1534864#C1576411#C0853697,C0013604","neutropenia,dolor ocular,edema,secreción nasal","C0027947#C0001824#C1534864#C1576411#C0853697,C0151827,C0013604,C1260880",,
364,"catarata,complicaciones,le","C0086543#C1510497#C0563002,C0009566#C2362589,C1292157#C0409974","Mujer,le","C0043210#C0015780#C0086418,C1292157#C0409974",,
365,luxación,C0012691,"parestesias,dolor","C0030554,C0030193",,
366,"les,lesión,fibrosis,hiperplasia","C1292157#C0409974,C0332447#C1313971#C0221198,C0016059,C0020507","Mujer,disnea de esfuerzo,les","C0043210#C0015780#C0086418,C0231807,C1292157#C0409974","crepitantes,focos fibroblásticos,afectación","-,-,-"
367,"síndrome,náuseas y vómitos","C0012634#C0039082,C0027498","Mujer,bajo anestesia,agitación,temblor,hipertermia","C0043210#C0015780#C0086418,C1720436,C0085631,C0040822#C1527384,C0015967","síndrome depresivo,midriasis,hipersalivación,mioclonias","C0012634#C0039082 -,C0026961,-,-"
368,síndrome de Turner,C0041408#C1527168#C0018051,"mujer,amenorrea primaria","C0043210#C0015780#C0086418,C0232939",,
369,"síndrome de Down,trisomía","C0013080,C0041107",mujer,C0043210#C0015780#C0086418,,
370,retraso mental,C0025362#C1306339,"Niño de,retraso psicomotor,hiperactividad,hijo de,fallo","C0680063,C0920289#C0233565#C0424230,C0474395#C1536696,C0680063,C0231174","retraso,rasgos dismórficos,malformaciones","-,-,-"
371,distrés respiratorio,C0035222#C0476273,"fiebre,postración,distrés respiratorio,sombra","C0015967,C0277794,C0035222#C0476273,C0332554","pérdida,retraso","-,-"
372,sepsis,C0243026,,,"origen urinario,E. coli","C0439659 -,-"
373,,,soplo sistólico,C0232257,sincope,-
374,"hipertensión arterial,adherencia","C0020538,C0001511","dieta hiposódica,pesar","C0012169,C1879338#C0018235",,
375,fibrilación auricular crónica,C0694539,"insuficiencia,disfunción sistólica,Pese","C0231179,C0749225,C1879338#C0018235",,
376,"coma,taquicardia supraventricular","C0009421,C0039240","coma,pese,oliguria","C0009421,C1879338#C0018235,C0028961",INR de 3,- C0332285 -
377,"nevus,lesión,melanoma","C0027960#C3810515#C0018508#C0027962,C0332447#C1313971#C0221198,C0025202",,,"invasión,adenopatías","-,-"
378,"xeroftalmía,xerostomía,erupción,lesiones,cicatriz","C0268662#C0043349#C0314719,C0043352,C0015230#C0302295,C0332447#C1313971#C0221198,C2004491","Mujer,xeroftalmía","C0043210#C0015780#C0086418,C0268662#C0043349#C0314719",,
379,"le,infección,absceso","C1292157#C0409974,C0009450,C0000833","dolor en fosa ilíaca derecha,le,analgesia,persistencia,dolor,fiebre","C0476306,C1292157#C0409974,C0344307,C0546816,C0030193,C0015967",plastrón,C0230129
380,hernias,C0019270,"distensión abdominal,abdomen distendido","C0000731,C1291077#C0000731","dependiente,diabético,hipertenso,timpanizado,doloroso,peritonismo","C0851827,-,-,-,-,-"
381,"bulto,hernia inguinal","C0577559,C0019294#C0401063",bulto,C0577559,,
382,"colitis ulcerosa,cáncer de recto,colitis","C0009324#C2919828,C0949022#C0007113,C0009319",,,,
383,"artritis reumatoide,disminución,hernia de hiato,úlcera,pliegues,inflamación aguda,metaplasia intestinal","C0003873,C0333668#C0547047,C3489393,C0041582,C0332462,C0333361,C0334037","dolor,signos","C0030193,C0311392",náuseas,-
384,"cáncer,rectorragia,síndrome,hematoquecia","C1306459#C0936282#C0006826,C0267596#C0018932,C0012634#C0039082,C0018932#C1321898","rectorragia,hematoquecia","C0267596#C0018932,C0018932#C1321898",síndrome hemorroidal,C0012634#C0039082 -
385,"cirrosis hepática alcohólica,encefalopatía,ascitis,esplenomegalia,hemorragia digestiva alta,le","C0023891#C1622502,C0006111#C0085584,C0003962,C0038002,C0041909,C1292157#C0409974",le,C1292157#C0409974,varices,-
386,"cirrosis hepática,carcinoma hepatocelular,trombosis","C0023890,C2239176,C0087086#C0003148#C0040053",,,varices,-
387,"agrandamiento,inflamación,acumulación de líquido","C0020564#C2711450,C0021368#C0302158,C0333229","Mujer,obesa,dolor epigástrico","C0043210#C0015780#C0086418,C0028754,C0232493","febrícula,hiperamilasemia","-,-"
388,"fibrilación auricular,bocio multinodular,nódulos,disfagia,punción,nódulo,bocio coloide","C0004238,C0342208,C0028259,C0232520#C0011168,C0033119,C0028259,C0221268","Mujer,disfagia,aumento de tamaño,aspiración","C0043210#C0015780#C0086418,C0232520#C0011168,C0332509,C0700198#C0349707","HTA,BMN,malignidad","-,-,-"
389,"infarto de miocardio,le","C0027051,C1292157#C0409974",le,C1292157#C0409974,,
390,"tumor,le","C0027651,C1292157#C0409974","hipergastrinemia,le","C0232567,C1292157#C0409974",calcemia,-
391,"obesidad mórbida,derivación","C0028756,C1442858#C0542331","Mujer,dieta,problema","C0043210#C0015780#C0086418,C0012155,C0033213",,
392,"visión borrosa,anemia,trombopenia","C0344232,C0002871#C0221395#C1510654,C0040034","Mujer,fiebre,astenia,malestar general,visión borrosa,disestesias","C0043210#C0015780#C0086418,C0015967,C0004093#C3714552,C0234215#C0231218,C0344232,C0392699",elevación,C0439775
393,"linfoma no-Hodgkin,infecciones,neumonía,inmunodeficiencia secundaria","C0024305,C0009450,C0032285#C3714636,C0398795",,,,
394,"dolor lumbar,infiltración","C0024031,C0702249#C0332448","astenia,proteinuria","C0004093#C3714552,C0033687",,
395,"secreción,purulento,le","C0012621,C0439665,C1292157#C0409974",le,C1292157#C0409974,,
396,"diabetes mellitus tipo 2,retinopatía,otalgia,otorrea,Le,tejido de granulación,zona,osteomielitis","C0011860,C0035309#C0035333,C0013456,C0155540,C1292157#C0409974,C0018180,C0019360,C0029443","microalbuminuria,signos,Le,dolor,parálisis","C0730345,C0311392,C1292157#C0409974,C0030193,C0522224#C0553727","mal control,afectación,destrucción","C0205169 C2587213,-,C1261381"
397,,,"VIH positivo,diarrea,acuosa,color rojo","C0019699,C0011991,C0443350,C0332575#C1260956",productos patológicos,- C1521733
398,"otorrea,perforación,lesiones,solución de continuidad","C0155540,C0549099,C0332447#C1313971#C0221198,C0150077",hipoacusia,C1384666,,
399,"disfonía,masa","C1527347#C1527344#C1527340#C0042940,C1306372#C0577559","fumador,masa,dificultad respiratoria","C0337664,C1306372#C0577559,C0013404#C0553668",,
400,"síndrome nefrótico,depósitos","C0027726,C0442627#C0333562","hallazgos,engrosamiento","C0243095,C0205400","espiculas,autoanticuerpos circulantes","-,C0004358 C0175630"
401,"toxoplasmosis,hematuria macroscópica,sedimento","C0040558,C0473237,C0333562","mujer,febril,fiebre,oliguria,proteinuria","C0043210#C0015780#C0086418,C0015967,C0015967,C0028961,C0033687",eosinófilos,C0014467
402,"ACV,le","C0038454#C1540600,C1292157#C0409974","obesa,le","C0028754,C1292157#C0409974",HTA,-
403,"nefropatía diabética,nefropatía","C0011881,C0022658#C0027720","Mujer,obesa,albuminuria","C0043210#C0015780#C0086418,C0028754,C0001925#C0033687",hipertensa,-
404,"traumatismo,dolor lumbar,diabetes mellitus no insulinodependiente,obesidad,anemia microcítica,microhematuria,necrosis papilar","C3263723,C0024031,C0011860,C0028754#C0451819#C1563743,C0085576,C0239937,C0022667","caída,proteinuria","C0085639,C0033687","orinas oscuras,HTA,dislipemia,gonartrosis,células descamativas,bacterias","C0042036 C0332582,-,-,-,C1269647#C0007634,C0004611"
405,le,C1292157#C0409974,"síntomas,le","C1457887,C1292157#C0409974",crecimiento,-
406,"hipertensión arterial,osteoporosis,síndrome,fosa,desviación","C0020538,C0029456,C0012634#C0039082,C0332471,C0185033#C0333051","Mujer,fiebre,dolor,sedimento urinario","C0043210#C0015780#C0086418,C0015967,C0030193,C2945609#C1261248","síndrome general,leucocituria,macrófagos","C0012634#C0039082 C0205246,-,C0024432"
407,,,disnea,C0013404#C0553668,,
408,"linfoma folicular,derrame pleural,exudado","C0024301,C0032227,C0015388#C0311437","Mujer,dolor pleurítico","C0043210#C0015780#C0086418,C0008033",leucocitos/_x001F_L,-
409,"lagrimeo,trastorno","C2363241#C0152227,C0012634#C0039082","mujer,dolor,congestión nasal,inyección conjuntival,crisis","C0043210#C0015780#C0086418,C0030193,C0027424,C1761613,C0231224",,
410,"disminución,neuritis óptica,esclerosis múltiple","C0333668#C0547047,C0029134,C0026769",hallazgo,C0243095,,
411,,,"sacudidas,mirada fija,automatismos,crisis,privación de sueño","C0040822#C1527384,C0423086,C0004377,C0231224,C0037316","afectación,ingesta alcohólica","-,- C0337678"
412,demencia,C0497327,"rigidez,ataxia","C0427008#C0026837,C0004134","mioclonias,descargas","-,-"
413,"le,mioma,coágulos","C1292157#C0409974,C0027086,C0302148","mujer,le,cantidad,dolor,síntomas","C0043210#C0015780#C0086418,C1292157#C0409974,C1265611#C0237753,C0030193,C1457887",menstruaciones,C0025344#C0227854
414,,,Mujer,C0043210#C0015780#C0086418,,
415,abortos,C0156543#C1281512,,,,
416,hemorragia vaginal,C2979982,"Secundigesta,embarazo,dolor abdominal,registro,contracciones","C0232997,C0549206#C0032961#C0549169,C0000737,C0079809#C0421433,C1140999",,
417,lesión,C0332447#C1313971#C0221198,"mujer,conducta","C0043210#C0015780#C0086418,C0004927",SIL,-
418,"carcinoma intraductal,lesión,carcinoma ductal infiltrante,le","C0007124#C1334002,C0332447#C1313971#C0221198,C1412014#C1176475,C1292157#C0409974","Mujer,pieza quirúrgica,le","C0043210#C0015780#C0086418,C0332644,C1292157#C0409974",microcalcificaciones,C0521174
419,le,C1292157#C0409974,"Niño de,fatigabilidad,disnea de esfuerzo,le,soplo,hallazgos","C0680063,C0231230,C0231807,C1292157#C0409974,C0006318#C0018808,C0243095",cianóticas,-
420,,,"niño de,palidez,taquicardia","C0680063,C0030232#C1275397,C0039231",,
421,"ectasia,Pielonefritis aguda","C0012359,C0520575",reflujo,C0232483,,
422,"rinorrea,le","C1260880,C1292157#C0409974","rinorrea,tos seca,fatiga,sibilancias,fumadores,le","C1260880,C0850149,C0015672,C0043144#C0392681,C0337664,C1292157#C0409974",tiraje,-
423,"trastorno bipolar,nistagmo vertical,le","C0005586,C0271386,C1292157#C0409974","temblor,ataxia,disartria,le","C0040822#C1527384,C0004134,C0013362,C1292157#C0409974",,
424,"dispepsia,le","C0013395#C0221512#C1282765,C1292157#C0409974","apatía,aislamiento social,astenia,anorexia,ansiedad,incapacidad,molestias,dispepsia,cefaleas,le,preocupación","C0085632,C0037421,C0004093#C3714552,C1971624,C0003467,C0231172,C0231218,C0013395#C0221512#C1282765,C0018681,C1292157#C0409974,C0233481#C0549165","intranquilidad,dificultades,alteraciones,dificultad,despistes,náuseas","-,C1299586#C0332218,-,C1299586#C0332218,-,-"
425,"insomnio,enfermedad","C0917801#C0424566,C0012634#C0039082","agitación,irritabilidad,logorrea,fuga,actuaciones","C0085631,C0022107,C0233719#C3248383,C0020703,C0699820","agresividad,sensación de cansancio,fase maniaca","-,C0036658#C1455667 C0332285 C0015672#C0475255,C0205390"
426,trastorno,C0012634#C0039082,"síntomas,tics","C1457887,C0040188",síntomas compulsivos,C1457887 -
427,"disminución,le","C0333668#C0547047,C1292157#C0409974","ansiedad,descuidos,le,problemas en el trabajo,extrovertido,gratificación","C0003467,C0521874,C1292157#C0409974,C0425101,C0557871,C0234057","descuidos absurdos,triste","C0521874 -,-"
428,"tumefacción,artritis","C0038999,C0003864","descompensación,dolor,tumefacción,signos,artritis","C0231187,C0030193,C0038999,C0311392,C0003864","microcristales,gérmenes","-,-"
429,"nódulos,aftas orales,úlceras","C0028259,C0038363#C0585635,C0041582",,,dolorosos,-
430,inflamación,C0021368#C0302158,factor reumatoide negativo,C0427391,dolor,C1719974
431,"hipertensión arterial,gota,le","C0020538,C0018099#C1321095,C1292157#C0409974",le,C1292157#C0409974,,
432,"uveítis anterior,sarcoidosis","C0022073#C0042165,C0036202","mujer,disnea,hallazgos","C0043210#C0015780#C0086418,C0013404#C0553668,C0243095",,
433,amaurosis,C0376288,"cefalea,dolor,rigidez matutina","C0018681,C0030193,C0457086",,
434,"le,luxación posterior","C1292157#C0409974,C1265659","dolor intenso,le","C0458256,C1292157#C0409974",acortamiento,C0441636
435,zona,C0019360,"dolor mecánico,dolor","C0234252,C0030193","diabetes,radiolucente subcondral","-,-"
436,gota,C0018099#C1321095,,,déficit,C0011155
437,"accidente cerebrovascular,le,zona,punción","C0038454#C1540600,C1292157#C0409974,C0019360,C0033119","obesa,le,problemas,se mueve","C0028754,C1292157#C0409974,C0033213,C0578671","hipertensa,ansiosa,descontrolada,midriasis","-,-,-,C0026961"
438,"le,lesión,fibrilación auricular,isquemia,embolia,edemas","C1292157#C0409974,C0332447#C1313971#C0221198,C0004238,C0022116,C1704212#C0013922,C0013604","le,malestar general,molestias,cansancio,disnea,insuficiencia,eupneica,edemas,soplo sistólico","C1292157#C0409974,C0234215#C0231218,C0231218,C0015672#C0475255,C0013404#C0553668,C0231179,C0231795,C0013604,C0232257","náuseas,pérdida,bigeminismo","-,-,-"
439,"quemadura eléctrica,quemadura,lesión","C0006436,C0006434,C0332447#C1313971#C0221198",tensión,C0038435,estallido,C0337091
440,"disminución,le","C0333668#C0547047,C1292157#C0409974","Mujer,le","C0043210#C0015780#C0086418,C1292157#C0409974",,
441,cáncer de pulmón,C0242379#C0684249,fumador,C0337664,afectación,-
442,"hipertensión arterial,alcoholismo,linfadenopatía,nódulo,neoplasia","C0020538,C0001973,C0497156#C1504555,C0028259,C0027651#C1882062","fumador,dificultad para subir escaleras,debilidad,tos seca,hallazgos","C0337664,C0239067,C0424594#C0004093#C3714552,C0850149,C0243095","dislipemia,diplopia","-,-"
443,"enfermedades,adenocarcinoma,lesiones","C0012634#C0039082,C0001418,C0332447#C1313971#C0221198",,,recaida,-
444,"adenocarcinoma,metástasis,estreñimiento,vómitos","C0001418,C2939419#C0013930,C0009806,C0042963","Mujer,estreñimiento,ruidos,dolor abdominal","C0043210#C0015780#C0086418,C0009806,C0006318,C0000737",náuseas,C0423584
445,hipertensión arterial,C0020538,"fumador,hábito,conducta","C0337664,C0018464,C0004927",hábito tabáquico,C0018464 -
446,"anemia,rectorragia,deterioro,neoplasia maligna de colon,le,complicaciones","C0002871#C0221395#C1510654,C0267596#C0018932,C1265875#C0684336#C0231171,C1304819#C0007102,C1292157#C0409974,C0009566#C2362589","mujer,rectorragia,deterioro,le,consecuencias","C0043210#C0015780#C0086418,C0267596#C0018932,C1265875#C0684336#C0231171,C1292157#C0409974,C0543419#C1368999#C1704419#C1280500#C1280519","decaimiento,alteraciones","-,-"
447,"adenocarcinoma de estómago,vómitos,enfermedad,bronconeumonía bilateral,insuficiencia respiratoria,coagulopatía","C0278701,C0042963,C0012634#C0039082,C1300643,C0035229,C0005779","fiebre,disnea,insuficiencia respiratoria,deterioro de la función renal","C0015967,C0013404#C0553668,C0035229,C1278220",intolerancia,C0231199
448,neumotórax,C0032326,"dolor punzante,disnea,cianosis,taquipnea","C0235048#C0278145#C0423603,C0013404#C0553668,C0010520,C0231835",obnubilación,-
449,"anisocoria,coma","C0003079,C0009421","varón,coma","C0086582,C0009421",midriatica,-
450,"drenaje,absceso perianal,supuración,zonas,úlceras","C0012621#C0013103#C0180499,C0031019,C0012621,C0019360,C0041582","diarrea,dolor abdominal,pérdida de peso,aspecto normal","C0011991,C0000737,C0043096#C1285591,C1271005#C0233426#C0332441#C0700364",fistula,-
451,pericarditis idiopática aguda,C0155681#C1278725#C1278743,"dolor,decúbito dorsal","C0030193,C0038846",,
452,fosa,C0332471,"dolor tipo cólico,sedimento urinario,fiebre","C0232488,C2945609#C1261248,C0015967",masa,C1305855
453,derrame pleural,C0032227,"fiebre,dolor pleurítico,pesar,murmullo vesicular","C0015967,C0008033,C1879338#C0018235,C0231857","mal estado,abolición","C0205169 C0449438#C1301808,-"
454,"hematuria macroscópica,gastroenteritis,otitis media","C0473237,C0017160,C0029882","astenia,dolor abdominal,color oscuro,síntomas","C0004093#C3714552,C0000737,C0332582,C1457887","orinas,síntomas miccionales,faringoamigdalitis","C0042036,C1457887 -,-"
455,"hiperemesis gravídica,sangrado,cavidad,mola hidatiforme completa","C0020450#C0269661,C0019080,C1510420,C0020217#C0678213","Mujer,gestación,amenorrea,metrorragia,sangrado","C0043210#C0015780#C0086418,C0549206#C0032961#C0549169,C0002453,C0025874,C0019080",,
456,"tiroiditis de Riedel,ictericia obstructiva,carcinoma de páncreas,carcinoma,fibrosis,flebitis","C0154162,C0022354,C0235974,C0007097,C0016059,C0031542","Mujer,dolor abdominal,pérdida de peso","C0043210#C0015780#C0086418,C0000737,C0043096#C1285591","células infamatorias,células plasmáticas","C1269647#C0007634 -,C1269647#C0007634 -"
457,"fibrosis quística,mucoviscidosis,les","C0010674#C1527396#C0016033,C0010674#C1527396#C0016033,C1292157#C0409974","homocigoto,portadores,les","C0019904,C0560175,C1292157#C0409974",,
458,"enfermedad de Duchenne,enfermedad","C0039223#C1282408,C0012634#C0039082","varones,portadora","C0086582,C0560175",,
459,"leucocitosis,desviación,neumonía,infecciones,le,sedimento","C0023518#C0750426,C0185033#C0333051,C0032285#C3714636,C0009450,C1292157#C0409974,C0333562","fiebre,escalofríos,leucocitosis,soplos,le,piuria","C0015967,C0234192#C0085593#C0424790,C0023518#C0750426,C0006318#C0018808,C1292157#C0409974,C0034359","taquipnéico,cocos grampositivos","-,C0009210"
460,"hipertensión arterial,infarto agudo de miocardio,complicación","C0020538,C0155626,C0009566#C2362589","Mujer,disnea,soplo sistólico,frémito","C0043210#C0015780#C0086418,C0013404#C0553668,C0232257,C0231890",elevación,C0439775
461,"cardiopatía isquémica,enfermedad renal crónica,fibrilación auricular permanente","C0002962#C0151744,C0403447,C2586056","insuficiencia,disfunción sistólica","C0231179,C0749225",,
462,,,"dolor,disnea,taquipnea,presión venosa yugular elevada,pulso paradójico","C0030193,C0013404#C0553668,C0231835,C0520861,C0232118",cuadro febril,- C0015967
463,"demencia,leucocitosis,acidosis metabólica,fibrilación auricular,neumatosis","C0497327,C0023518#C0750426,C0220981,C0004238,C0333139","Mujer,dolor abdominal,distensión abdominal,leucocitosis,insuficiencia","C0043210#C0015780#C0086418,C0000737,C0000731,C0023518#C0750426,C0231179",deterioro,C1279889
464,"le,inflamación,absceso mesentérico","C1292157#C0409974,C0021368#C0302158,C0267760","Mujer,dolor abdominal,fiebre,le","C0043210#C0015780#C0086418,C0000737,C0015967,C1292157#C0409974",,
465,"reducción,adenocarcinoma","C0333668,C0001418","hematoquezia,tenesmo,mal pronóstico","C0018932,C0232726,C0278252",metástasis,C0445092
466,"disfagia,le,adenocarcinoma","C0232520#C0011168,C1292157#C0409974,C0001418","fumador,disfagia,regurgitaciones,dolor retroesternal,le,tumoración,engrosamiento","C0337664,C0232520#C0011168,C2004489,C0151826,C1292157#C0409974,C0577559,C0205400","bebedor,metástasis","-,C0445092"
467,"diabetes mellitus tipo I,vómitos","C0011854,C0042963","Mujer,distensión abdominal,esófago normal","C0043210#C0015780#C0086418,C0000731,C0577015",náuseas,-
468,"inestabilidad,hipotensión arterial,melenas","C1444783#C0231444,C0020649,C0025222#C0222048",inestabilidad,C1444783#C0231444,"deposiciones negras,episodios melénicos,descenso,cuadro hemorrágico","-,C0332189,-,- C0333275"
469,prurito,C0036262#C0033774,"Mujer,prurito","C0043210#C0015780#C0086418,C0036262#C0033774","alteraciones,virus de hepatitis","-,C0042776 C0332285 C0019158"
470,"cirrosis alcohólica,hepatocarcinoma,hipertensión portal,metástasis","C0023891,C2239176,C0020541,C2939419#C0013930",,,,
471,"anemia ferropénica,lesiones,úlceras,enfermedades","C0162316#C0008272,C0332447#C1313971#C0221198,C0041582,C0012634#C0039082",,,,
472,"enfermedad de Cushing,macroadenoma hipofisario","C0221406,C0346308",,,,
473,infecciones,C0009450,"mujer,obesa","C0043210#C0015780#C0086418,C0028754",diabética,-
474,trastorno,C0012634#C0039082,"mujer,amenorrea secundaria","C0043210#C0015780#C0086418,C0232940",,
475,poliuria,C0032617,"Mujer,poliuria,polidipsia,diuresis","C0043210#C0015780#C0086418,C0032617,C1994994#C0085602,C0012797",,
476,"lesiones,zona,neuropatía,hipohidrosis","C0332447#C1313971#C0221198,C0019360,C0442874#C0031117,C0020620","dolor intenso,estrés,fiebre,dolores del crecimiento,sudoración,color rojo","C0458256,C0038435,C0015967,C0423693,C0038990,C0332575#C1260956",angioqueratomas,-
477,disfagia,C0232520#C0011168,disfagia,C0232520#C0011168,ictus,-
478,disfonía,C1527347#C1527344#C1527340#C0042940,"Mujer,masa palpable,hallazgos","C0043210#C0015780#C0086418,C0746412,C0243095",cuadro confusional,-
479,"lesiones,le","C0332447#C1313971#C0221198,C1292157#C0409974","Mujer,Menopausia,embarazos,sangrado vaginal,molestias,conductas,le","C0043210#C0015780#C0086418,C0025320#C0567312,C0549206#C0032961#C0549169,C0426196,C0231218,C0004927,C1292157#C0409974",,
480,,,"Mujer,relación sexual,utiliza preservativo,flujo vaginal anormal","C0043210#C0015780#C0086418,C1314687#C0009990#C0009253,C0420877,C0476354","dolor,movilización,dolorosa","C1719974,C0185112,-"
481,,,Mujer,C0043210#C0015780#C0086418,,
482,"lesión,zona,carcinoma escamoso","C0332447#C1313971#C0221198,C0019360,C0007137",Mujer,C0043210#C0015780#C0086418,"coitorragias,H-SIL","-,-"
483,"cáncer de mama,ganglio centinela,carcinoma ductal infiltrante","C0006142#C0678222,C0272401#C0677944,C1412014#C1176475","Mujer,comorbilidades","C0043210#C0015780#C0086418,C1275743",afectación,-
484,abortos,C0156543#C1281512,"Mujer,embarazo a término","C0043210#C0015780#C0086418,C0232991",,
485,"anemia,macrocitosis,artropatía,enfermedad","C0002871#C0221395#C1510654,C2004480,C0022408,C0012634#C0039082","Mujer,hipergastrinemia","C0043210#C0015780#C0086418,C0232567","ferropenia,enfermedad de Graves Basedow","-,C0012634#C0039082 C0332285 C0439808#C0205082"
486,"embolia,trombofilia,trombosis venosa","C1704212#C0013922,C0398623,C0042487",mujer,C0043210#C0015780#C0086418,,
