year,question_id_specific,question_id_general,question_id_final,canceled,full_question,full_answer,full_answer_references,type,difficulty,difficulty_percentage,associated_image,option_1,option_2,option_3,option_4,option_5,correct_answer,Zalantzazkoa,Ez da guztiz egokia
2014,117,,,,"Acude a nuestra consulta un hombre de 54 años diagnosticado de diabetes mellitus tipo 2. Refiere fiebre de 40ºC con escalofríos y tiritona, artromialgias y cefalea por lo que ha iniciado tratamiento con paracetamol. El cuadro se inició 24 h antes de su regreso a España. A los 3 días presenta un exantema máculo-papuloso generalizado que evoluciona a la formación de petequias más intensas en miembros inferiores. Aporta analítica donde destaca leucopenia con 3.200/mm3 y plaquetas 91.000/mm3 y elevación grave de aminotransferaras. La gota gruesa, extensión de sangre periférica, PCR y antígeno de malaria son negativas ¿Cuál es el diagnostico de sospecha más probable?","Llama la atención es esta pregunta que nos digan que nuestro paciente ha regresado a España, pero no de donde (lo cual nos podría ayudar a hacer divagaciones sobre la posible causa). Sin embargo, la descripción del cuadro es muy exhaustiva asi como típica, por lo que la pregunta es facil. Se trata de una enfermedad que produce fiebre, artralgias y un exantema generalizado con petequias en los miembros inferiores. En la analítica destaca una leucopenia acompañada de plaquetopenia y elevación de transaminasas. Se ha descartado la malaria como causa posible. Todos los datos sin muy sugestivos de Dengue, sobre todo la plaquetopenia y las petequias (sugestivas de fragilidad capilar), respuesta 3 correcta.",,ENFERMEDADES INFECCIOSAS,,,,Infección por coronavirus.,Coriomeningitis linfocitaria.,Dengue.,Infección por virus Chikungunya.,Encefalitis de Saint Louis.,3,,
2014,118,,,,"Hombre de 34 años que consulta por fiebre y malestar general. En la historia clínica se recogen como antecedentes relaciones homosexuales desde hace 4 meses con una nueva pareja. 2 meses antes de la consulta actual tuvo una lesión ulcerosa en el glande, indolora, con adenopatías inguinales bilaterales, todo ello autolimitado. Se solicitan estudios serológicos con los siguientes resultados: HIV negativo, RPR 1/320, TPHA 1/128. ¿Qué tratamiento indicaría en este paciente?","Pregunta de respuesta directa. Se trata de una sífilis (tanto por el antecendente como por la serología) en fase secundaria por lo que el tratamiento se realiza con Penicilina Benzatina 2,4 MU en una única dosis.",,ENFERMEDADES INFECCIOSAS,,,,Ninguno.,"Penicilina G intravenosa, 24 MU cada día durante 14 días.","Penicilina Benzatina 2,4 MU intramuscular, 3 dosis en tres semanas consecutivas.",Ceftriaxona 2 gramos intramusculares en una única dosis.,"Penicilina Benzatina 2,4 MU intramuscular en una única dosis.",5,,
2014,120,,,,"Mujer de 53 años, que consulta por fiebre de 15 días de evolución, sin síntomas de focalidad infecciosa. En la exploración se detecta una hepatomegalia dolorosa a 5 cm del reborde costal y se palpa el bazo a 14 cm del reborde costal izquierdo. En el hemograma se aprecia Hb 8,5 g/dl, leucocitos 630/ml (linfocitos 63%, monocitos 20%, neutrófilos 17%) y plaquetas 35.000/ml. La bioquímica muestra una elevación moderada de la bioquímica hepática, LDH es normal y se observa en el proteinograma una hipergammaglobulinemia policlonal (3,5 g/dL). Tiene antecedentes de infección por VIH conocida desde hace 10 años y adherencia irregular al tratamiento antiretroviral, con determinaciones recientes de linfocitos CD4  350 cel/mL y carga viral de VIH de 154 copias/ml. Durante los últimos 3 meses ha estado tratada por poliartritis simétrica seronegativa con 10-20 mg/día de prednisona. ¿Cuál de las siguientes afirmaciones es correcta?","Pregunta fácil y bastante típica. Nos hablan de una paciente VIH con seguimiento irregular del tratamiento antirretroviral, que presenta fiebre, hepatoesplenomegalia, pancitopenia y un una hipergammaglobulinemia policlonal. Todos estos datos son sugestivos de Leishmaniasis visceral, por lo que habría que realizar una biopsia de MO para buscar amastigotes y confirmar el diagnóstico.",,ENFERMEDADES INFECCIOSAS,,,,"Realizaría una biopsia de médula ósea, ya que el diagnóstico mas probables es una leishmaniasis visceral.",La pancitopenia se justifica por una cirrosis asociada al virus C y no realizaría mas pruebas.,Probablemente se trate de una toxicidad medular por prednisona que trataría con retirada del fármaco y filgastrim.,Solicitaría una determinación de ANAs para descartar lupus sistémico diseminado.,"Intensificaría el tratamiento antirretroviral, pues es probable que todas las manifestaciones se deban al VIH.",1,,
2014,78,,,,"A un hombre de 55 años, padre de un hijo celiaco, con anemia ferropénica y aumento reciente del ritmo deposicional, se le ha realizado una determinación de los alelos HLA-DQ2 y HLA-DQ8 que ha resultado negativa. ¿Qué estudio diagnóstico es el más apropiado en este caso?","Varón de edad media con anemia ferropénica y aumento del número de deposiciones, ¡¡hay que hacer una colonoscopia para descartar un cáncer colorrectal!! Si el HLA es negativo es muy poco probable que se trate de una celiaquía (elevado valor predictivo negativo).",,APARATO DIGESTIVO,,,,Determinación de anticuerpos antitransglutaminasa IgA.,Endoscopia digestiva alta con toma de biopsias duodenales.,Test de D-xilosa.,Evaluar la respuesta a dieta sin gluten.,Colonoscopia.,5,,
2014,81,,,,"Mujer de 50 años que acude al servicio de urgencias por astenia, anorexia, pérdida de peso, ictericia, fiebre y dolor abdominal. No refiere antecedentes recientes de transfusión sanguínea, contactos sexuales de riesgo ni adicción a drogas de uso parenteral. Consumo habitual de 60 gramos diarios de alcohol durante los últimos cinco años, consumo que ha incrementado durante el mes previo por problemas familiares. Temperatura 38,5ºC, tensión arterial 100/60 mmHg. En la exploración física se observa desorientación temporo-espacial, malnutrición, asterixis, ictericia y hepatomegalia dolorosa. No ascitis ni datos de irritación peritoneal. En los exámenes de laboratorio destacan leucocitos 15.000/microlitro con 90% de polimorfonucleares, hematíes 3 millones/mm3, hemoglobina 10g/dl, volumen corpuscular medio 115 fl, bilirrubina 15 mg/dl de predominio directo, AST (GOT) 300 UI/L, ALT (GPT) 120 UI/L, GGT 635 UI/L, prolongación del tiempo de protrombina mayor del 50%. ¿Cuál es el diagnóstico más probable del cuadro que presenta la paciente?","Paciente con consumo perjudicial de alcohol (60g y mujer), fiebre alta, encefalopatía hepática (desorientación, asterixis), bilirrubina directa tan alta, ictericia, hepatomegalia dolorosa, coagulopatía (tiempo de protrombina elevado) y una elevación de transaminasas leve (inferior a 5 veces el límite superior de la normalidad) hacen pensar en una hepatitis aguda por alcohol.",,APARATO DIGESTIVO,,,,Absceso hepático.,Colecistitis aguda.,Colangitis aguda.,Hepatitis alcohólica.,Pancreatitis aguda.,4,,
2014,83,,,,"¿Qué enfermedad sospecharíamos en un paciente joven que refiere historia frecuente de disfagia a sólidos y a líquidos con impactaciones de alimentos repetidas, sin clínica de pirosis y en el que en la endoscopia oral se observan múltiples anillos esofágicos concéntricos con mucosa normal (aspecto traquealizado)?","El aspecto endoscópico de esófago traquealizado es muy típico de la esofagitis eosinofílica, que cursa con clínica de disfagia e impactaciones repetidas de alimentos.",,APARATO DIGESTIVO,,,,Esofagitis herpética.,Esofagitis eosinofílica.,Esofagitis candidiásica.,Esofagitis por citomegalovirus.,Adenocarcinoma de esófago.,2,,
2014,86,,,,"Mujer de 37 años afecta de una colitis ulcerosa extensa, presenta un brote grave por el que se inicia tratamiento con prednisona en dosis de 1 mg/kg. Tras una semana de tratamiento, la paciente no presenta mejoría. ¿Cuál es la siguiente medida terapéutica a realizar?",Cuando un brote grave no responde a corticoterapia iv a dosis plenas (1mg/kg de peso) hay que pasar a ciclosporina o infliximab. Etanercept no está aprobado en Europa para la enfermedad inflamatorio intestinal (de momento).,,APARATO DIGESTIVO,,,,Colectomía subtotal de urgencia y en un segundo tiempo prostectomía y reservorio ileoanal.,Asociar un inmunosupresor como azatioprina.,Asociar mesalazina en dosis de 4g al día oral y triamcinolona rectal 1 aplicación cada 12 horas.,Ciclosporina endovenosa 2mg/kg.,Debe valorarse el tratamiento con etanercept (un anticuerpo anti-TNFa).,4,,
2014,89,,,,"Un chico de 17 años, deportista y sin antecedentes de interés, acude al médico por presentar ictericia conjuntival ocasionalmente. Niega ingesta de fármacos y dolor abdominal. En los análisis realizados se observan cifras de ALT, AST, GGT y FA normales, con bilirrubina total de 3,2 mg/dl y bilirrubina directa de 0,4 mg/dl. No tiene anemia y el hígado es ecográficamente normal. ¿Cuál es su diagnóstico?","Un aumento de la bilirrubina indirecta menor de 5 (de manera intermitente, bajo situaciones de estrés) en un chico joven sano nos debe hacer pensar en un síndrome de Gilbert. En el síndrome de Rotor, Dubin-Johnson y en la coledocolitiasis hay aumento de la bilirrubina directa. De tratarse de una hepatitis aguda debería haber una elevación de las transaminasas.",,APARATO DIGESTIVO,,,,Síndrome de Rotor.,Coledocolitiasis.,Síndrome de Dubin-Johnson.,Hepatitis aguda.,Síndrome de Gilbert.,5,,
2014,94,,,,"Mujer de 65 años de edad con antecedentes de dolores articulares en tratamiento con antiinflamatorios que es remitida a estudio por presentar anemia. En los estudios complementarios presenta hematíes 3.164.000, Hto. 32%, Hb 11g/dl, VCM 69 fl, Leucocitos 7800, Plaquetas 370.000, PCR 0,29 mg/dl, Fe 20ng/ml, Ferritina 18 ng/ml, Glucosa 105 mg/dl, GOT, GPT, GGT, F.Alcalina, Bilirrubina total, Colesterol, Creatinina, Calcio y Fósforo normales. Ac.antitransglutaminasa y Ac antigliadina negativos. Gastroscopia: hernia de hiato de 3 cm, resto sin alteraciones. Colonoscopia: hasta ciego, aislados divertículos en sigma. Tránsito intestinal sin alteraciones. Ecografía de abdomen sin alteraciones. ¿Cuál de las exploraciones que se enumeran a continuación le parece más adecuada para completar el estudio?","Se trata de un estudio de anemia ferropénica con gastroscopia y colonoscopia normales, habiéndose descartado posible celiaquía. Nos faltan por ver yeyuno e íleon, por lo que habrá que realizar una cápsula endoscópica. En una anemia ferropénica siempre hay que descartar causa digestiva de la misma.",,APARATO DIGESTIVO,,,,Biopsia de yeyuno.,Arteriografía.,Cápsula endoscópica.,Radioisótopos.,RM pélvica.,3,,
2014,162,,,,"Mujer de 80 años que consulta por presentar, desde hace 1 mes, aumento progresivo del perímetro abdominal. Durante los 4-5 meses previos nota astenia, anorexia y adelgazamiento no precisado. En la exploración física se aprecia ascitis a tensión y edemas maleolares, sin otros signos relevantes. Una ecografía y TAC de abdomen demuestran la presencia de ascitis, de densidad homogénea, sin apreciarse implantes peritoneales ni masas abdominales o pélvicas. Hígado, páncreas, suprarrenales, bazo y riñones sin hallazgos significativos. Se realiza paracentesis a través de aguja gruesa, obteniéndose con dificultad un líquido algo amarillento, denso y gelatinoso. ¿Cuál es la etiología más probable?","Las características del líquido que nos describen son lechosas, es decir, líquido ascítico quiloso. Teniendo en cuenta la edad de la paciente y el síndrome constitucional que nos describen, lo más probable es que sea un linfoma no Hodgkin y no una tuberculosis, que también cursa con líquido ascítico quiloso, dado que no mencionan clínica infecciosa. El resto de las entidades que nos ofrecen no cursan con líquido ascítico quiloso.",,APARATO DIGESTIVO,,,,Descompensación hidrópica secundaria a cirrosis hepática.,Ascitis quilosa por linfoma no Hodgkin.,Tuberculosis peritoneal.,Metástasis peritoneal de adenocarcinoma.,Ascitis secundaria a pericarditis constrictiva.,2,,
2014,95,,,,"En una paciente de 30 años se encuentra una cifra de calcio de 11 mg/dl (normal menos de 10,5 mg/dl) durante un examen de empresas rutinario. La determinación de PTH fue de 45 pg/ml (VN 10-55 pg/ml). La historia es anodina, salvo por el hecho de que la madre y el abuelo paterno fueron diagnosticados de hiperparatiroidismo e intervenidos, aunque permanecieron hipercalcémicos. ¿Qué prueba es más útil para confirmar el diagnóstico?",Cociente calcio/creatinina orina. Se trata de hipercalcemia hipocalciúrica familiar o hipercalcemia familiar benigna. Trastorno autosómico dominante. Asintomático. No se curan tras tratamiento quirúrgico; se debe a mutación del receptor sensible al calcio. Pregunta difícil ya que hay conocer datos de una enfermedad que no se suele preguntar en el MIR.,,ENDOCRINOLOGÍA,,,,25-OH D.,"1,25-OH 2D.",Cociente calcio/creatinina en orina.,Reabsorción tubular de fosfatos.,PTHrP.,3,,
2014,96,,,,"Un hombre de 62 años con una diabetes mellitus tipo 2 de 10 años de evolución realiza tratamiento con metformina y sitagliptina. Hace ejercicio físico escaso y realiza una dieta adecuada. En los últimos 6 meses ha perdido peso y tiene más astenia. Sus controles glucémicos se han deteriorado pasando de glucemias basales de 110-140 mg/dl a glucemias de 170-200 mg/dl, así como su hemoglobina glicosilada que ha pasado de 7,1 a 8,5%. La medida terapéutica más adecuada a realizar es:","Asociar al tratamiento una dosis de insulina basal. Pregunta esperable de un tema muy importante: la diabetes y su tratamiento. Paciente mal controlado con metformina y sitagliptina con discreta clínica cardinal (pérdida de peso, astenia). La mejor opción es la insulina para controlar los síntomas cardinales y disminuir la HbA1c a < 7 %.",,ENDOCRINOLOGÍA,,,,Aumentar la ingesta de proteínas e hidratos de carbono de cadena larga en la dieta para mejorar la astenia y la pérdida de peso.,Asociar al tratamiento una dosis de insulina basal.,Asociar al tratamiento ascarbosa.,Sustituir sitagliptina por pioglitazona.,Sustituir metformina por glimepirida.,2,,
2014,97,,,,"Hombre e 54 años que acude a revisión en su empresa. Se detecta un índice de masa corporal de 32,8 kg/m2 y glucemia en ayunas 138 mg/l. Un mes después, glucemia 13 mg/dl. ¿Qué recomendación terapéutica efectuaría en primer lugar?","Cambios conductuales: dieta y ejercicio físico. Es lo primero que hacemos ante el diagnóstico de una diabetes tipo 2. Pregunta bonita para recordar que antes de cualquier fármaco, hay que insistir en los cambios de hábitos. Seguidamente pautaríamos Metformina.",,ENDOCRINOLOGÍA,,,,Administrar metformina.,Prescribir una sulfonilurea.,Cambios conductuales. Dieta y ejercicio físico.,Insulina antes de cada comida.,"Tomar acarbosa por la noche, antes de acostarse.",3,,
2014,99,,,,"Una mujer de 45 años acude a la consulta remitida desde Cirutía con el diagnóstico de un tumor neuroendocrino diagnosticado tras pancreatectomía parcial por un tumor de 2 cms en cola del páncreas. El tumor había sido detectado de forma casual en una TAC abdominal solicitada para completar en estudio de un quiste simple hepático. Interrogando a la paciente destacan como antecedentes reglas irregulares, estando en amenorrea desde hace 6 meses, y cólicos renoureterales de repetición desde los 20 años de edad por los que ha precisado litotricia en varias ocasiones. Además presenta antecedentes familiares de cólicos renoureterales. ¿Cuál es su sospecha diagnóstica?",Pregunta clínica muy bonita de MEN. Tumor neuroendocrino pancreático + adenoma hipofisario (prolactinoma) + hiperparatiroidismo (cólicos renoureterales en gente joven): MEN 1. Dificultad media ya que hay que saber la triada de MEN y reconocer los diferentes tumores.,,ENDOCRINOLOGÍA,,,,Una neoplasia endocrina múltiple tipo 1 o Síndrome de Wermer.,Una neoplasia endocrina múltiple tipo 2 A o Síndrome de Sipple.,Una neoplasia endocrina múltiple tipo 2B.,Somatostatinoma.,Un tumor neuroendocrino productor de PTH.,1,,
2014,100,,,,"Mujer de 63 años que acude al servicio de Urgencias refiriendo cefalea intensa con signos de irritación meníngea, alteraciones visuales bilaterales y oftalmoplejia. Se realiza una TAC que muestra lesión ocupante de espacio en silla turca de 2 cm compatible con adenoma hipofisario con signos de hemorragia intratumoral, con desviación del tallo hipofisario y compresión del tejido glandular. Señale cuál de la siguientes respuestas es INCORRECTA:","Pregunta muy difícil de apoplejía hipofisaria. Es un tema marginal en el MIR y además la respuesta es compleja. Eliminando respuestas nos quedamos con intervenir (respuesta 4) o no intervenir (respuesta 2). En pacientes con inestabilidad hemodinámica, disminución de nivel de conciencia, disminución de la agudeza visual y defectos extensos en el campo visual se recomienda realizar descompresión quirúrgica en la primera semana tras el inicio de los síntomas. Creo que la respuesta es la 4, aunque está formulada de forma rara. No sé si el neurocirujano apoyará mi respuesta.",,ENDOCRINOLOGÍA,,,,La sospecha diagnóstica es una apoplejia hipofisaria.,"Se debería iniciar tratamiento con corticoides a dosis altas y observar la evolución, puesto que este tratamiento podría reducir el volumen de la lesión y evitar la intervención.",Debe plantearse el tratamiento con glucocorticoides para evitar una insuficiencia adrenal secundaria que comprometería el pronóstico vital de la paciente.,La presencia de oftalmoplejia y los defectos visuales consituyen indicaciones para intervenir sin demora mediante descompresión quirúrgica urgente.,"Tras la resolución del cuadro agudo, es frecuente el desarrollo de panhipopituitarismo.",4,,
2014,58,,,,Mujer de 70 años con antecedentes de hipertensión e insuficiencia cardiaca moderada que acude a la consulta por presentar tos persistente y seca que se inicia como una sensación de picor en la garganta. En la analítica se observa hiperpotasemia. ¿Cuál es el fármaco sospechoso de causar la clínica y la alteración analítica de la paciente?,"Son efectos adversos típicos de los IECAs, en el caso de la tos suele ser seca e irritativa y aparece hasta en el 3% de pacientes. También puede aparecer hiperpotasemia en el 1%.",,FARMACOLOGÍA,,,,Hidroclorotiazida.,Bisoprolol.,Furosemida.,Enalapril.,Hidralazina.,4,,
2014,37,,,,"Juan tiene 60 años, fuma de 2 paquetes/día desde hace años y refiere desde hace 6 meses tos persistente. Comprueba que su párpado izquierdo está más caído y que la pupila de ese ojo es más pequeña. Juan refiere que la parte medial de su mano izquierda está adormecida y con menos fuerza. Su médico comprueba la ptosis palpebral y la miosis izquierda; comprueba que Puede cerrar con fuerza ambos párpados simétricamente y que las dos pupilas responden correctamente a la luz. Además comprueba que no suda por la hemicara izquierda, que siente menos el pinchazo en la superficie interna de dicha mano y que tiene menos fuerza en la prensión de dicha mano. Respecto a la sintomatología ocular, ¿dónde se localiza la lesión?",La pregunta seria mas de neurologia. Se trata de un sindrome de claude bernard horner y probablemente la correcta sea la 1. Pero por seguridad es mejor que lo revise un neurologo.,,NEUMOLOGÍA,,,,"Las fibras simpáticas, en algún nivel que abarcaría desde el hipotálamo a la columna de Clark interinedio-lateral de la médula dorsal.",El nervio motor ocular común izquierdo en el mesencéfalo.,"El núcleo de Edinger-Westphal, encima del núcleo del nervio motor ocular común izquierdo.","Las fibras parasimpáticas, en algún nivel que abarcaría desde el núcleo de Edinger-Westphal hasta el músculo constrictor de la pupila izquierda.",El músculo tarsal exclusivamente.,1,,
2014,135,,,,"Una mujer de 24 años es encontrada tirada en la calle por unos transeúntes. Al llegar el quipo de emergencias la encontraron con una saturación de oxígeno del 88% respirando aire ambiente y al examen pupilas puntiformes. Se la traslada a la urgencia del hospital más cercano, donde la gasometría arterial basal muestra: pH 7,25, PaC02 60 mmHg, Pa02 58 mmHg, bicarbonato de 26 mEq/1 y exceso de bases de -1. En sangre el sodio es 137 mEq/1 y el cloruro 100 mEq/1. Desde cl punto de vista gasométrico la paciente tiene:","La acidosis con PCO2 elevada, hipoxemia y bicarbonato normal, sugiere una acidosis respiratoria aguda de instauracion rápida probablemente por intoxicacion por drogas o farmacos.",,NEUMOLOGÍA,,,,Insuficiencia respiratoria parcial.,Acidosis metabólica.,Acidosis respiratoria pura.,Alcalosis respiratoria por falta de cloro.,La gasometría solo puede ser de sangre venosa.,3,,
2014,137,,,,Hombre de 65 años con antecedente de neoplasia de páncreas en curso de quimioterapia. Consulta en Urgencias por dolor y edema de todo el miembro inferior desde ingle. ¿Qué prueba diagnóstica es más coste-efectiva para confirmar la sospecha diagnóstica?,La ecografia dopler es la prueba mas precisa y que permite posteriormente controlar la evolucion de la enfermedad de forma no invasiva.,,NEUMOLOGÍA,,,,Dímero D.,Resonancia magnética.,Flebografía.,Ecografía doppler venosa.,TAC helicoidal.,4,,
2014,138,,,,En un paciente con enfermedad pulmonar obstructiva crónica (EPOC) leve en fase estable se evidencia poliglobulia e insuficiencia respiratoria. En la radiografía de tórax no se aprecian alteraciones reseñables. ¿Cuál de los siguientes procedimientos consideraría realizar en primer lugar para descartar la coexistencia de otras enfermedades que puedan justificar los hallazgos descritos?:,"El planteamiento es dudoso por falta de datos suficientes. Por frecuencia, la respuesta correcta podria ser la la Poligrafia respiratoria, sobre todo en el caso de que se trate de un paciente obeso, dato que desconocemos, pero podria ser correcta tambien la 2 (Ecocardiograma) en el caso de sospecha de cardiopatia asociada, menos frecuente pero tambien posible. La asociacion de EPOC con SAOS es una causa frecuente de deterioro de la EPOC, mayor del que le corresponderia por afectacion funcional.",,NEUMOLOGÍA,,,,Poligrafía respiratoria.,Ecocardiograma.,Tomografía computarizada torácica.,Gammagrafía pulmonar.,Punción de médula ósea.,1,,
2014,139,,,,"En un paciente con cirrosis hepática y ascitis, que desarrolla un derrame pleural con los siguientes datos en el líquido pleural: LDH 45 U/L (sérica 220 U/L), cociente proteínas pleura/suero 0,3 y cociente LDH pleura/suero 0,2. ¿Cuál sería la actitud adecuada?","Describen parametros de liquido pleural de trasudado, por lo que si el paciente no esta en insuficiencia cardiaca se trata de una descompensacion hidropica. No necesita otros estudios.",,NEUMOLOGÍA,,,,"Debe ampliarse el estudio del líquido con recuento celular, glucosa, pH. ADA, colesterol y cultivo.",Biopsia pleural ciega.,Vidcotoracoscopia diagnóstica.,Antibioterapia empírica por sospecha de derrame paraneumónico.,Continuar el tratamiento de su hepatopatía.,5,,
2014,140,,,,"Paciente de 50 años que presenta un derrame pleural con las siguientes características: aspecto pajizo, pH 7.3, cociente de proteínas pleura/suero 0.8, cociente de LDH pleura/suero 0.9, Gram y Ziehl negativos, lípidos totales, colesterol y triglicéridos normales, células mesoteliales <5%, intensa linfocitosis sin atipias, ADA 64 U/l. ¿Qué diagnóstico le sugiere?","Es un exudado linfocitario cuyos principales diagnosticos son el tumoral y la pleuritis tuberculosa. No dan el valor de la glucosa que deberia de estar descendida, pero si la citologia que muestra ausencia de celulas malignas por lo que nos quedamos con la pleuritis tuberculosa. Otros diagnosticos posible como linfoma, no estan reseñados en las respuestas.",,NEUMOLOGÍA,,,,Empicma pleural.,Derrame pleural por insuficiencia cardiaca (trasudado).,Mesotelioma pleural.,Derrame pleural tuberculoso.,Derrame secundario a infarto pulmonar.,4,,
2014,141,,,,Un paciente asmático de 55 años acude a Urgencias con una agudización. Una hora después de la administración de oxígeno suplementario y dos nebulizaciones de salbutamol el paciente no mejora. A la exploración respira a 42 rpm con tiraje supraclavicular v presenta sibilancias inspiratorias y espiratorias diseminadas. El flujo pico ha bajado de 310 a 220 L/min. Una gasometría extraída con oxígeno al 28% muestra una p02 de 54 mmHg y una pC02 de 35 mm Hg. ¿Cuál de las siguientes actitudes le parece MENOS indicada?,"En una crisis grave de asma todas las opciones estan indicadas o pueden estarl antes de opciones mas agresivas. En el caso de mala evolucion con acidosis etc, el paciente seria tributario de medicacion invasiva.",,NEUMOLOGÍA,,,,Aumentar el flujo de oxígeno.,Administrar 80 mg de metilprednisolona iv.,Nebulizar bromuro de ipratropio junto con salbutamol cada 20 minutos.,Administrar magnesio intravenoso., Iniciar ventilación mecánica no invasiva.,5,,
2016,69,,,,"Un hombre de 60 años de edad con colitis ulcerosa extensa de 15 años de evolución y en remisión clínica los últimos 3 años, acude a nuestra consulta para informarse sobre el riesgo de cáncer colorrectal y sobre la posibilidad de participar en programas de prevención. Es correcto informarle de que:","Los pacientes con enfermedad inflamatoria intestinal (EII) tienen un riesgo aumentado de cáncer colorrectal, sean o no fumadores. Se recomienda empezar el cribado a los 8-10 años del diagnóstico de la EII (o antes si aparece en ese intervalo una colangitis esclerosante primaria o concurren otros hechos). Las técnicas recomendadas son la colonoscopia con biopsias al azar (respuesta 3) y la cromoendoscopia pancolónica con tinción, que es actualmente el gold standard porque detecta mejor la displasia, aunque requiere mayor experiencia técnica.",,APARATO DIGESTIVO,,,,La colitis ulcerosa solo se asocia a un incremento en el riesgo de cáncer colorrectal en fumadores.,"En su caso, dado que está en remisión de larga duración, se considera adecuado el cribado aconsejado a la población general.",En casos como el suyo se considera adecuado someterse a colonoscopias periódicas con toma de múltiples biopsias escalonadas a lo largo de todo el colon.,En casos como el suyo se considera adecuado el cribado mediante estudios periódicos de sangre oculta en heces pero con una frecuencia superior a la utilizada en el cribado de la población general.,,3,,
2016,71,,,,"Joven de 18 años con antecedentes de asma, alergia a pólenes, ácaros y pelo de gato, acude a urgencias refiriendo sensación de detención de alimentos a nivel retroesternal con práctica incapacidad para deglutir su propia saliva. Refiere episodios similares en otras ocasiones que han cedido de forma espontánea en pocos minutos. ¿Cuál de los siguientes es el diagnóstico más probable?","Se trata de una disfagia intermitente. El esófago de Barrett no implica necesariamente una estenosis péptica, pero suponiéndola, esta es progresiva. La esofagitis infecciosa es más propia de pacientes inmunodeprimidos. Quedan el anillo esofágico distal y la esofagitis eosinofílica; ambas son posibles, pero la insistencia en la carga atópica del paciente indica la probabilidad de que se trate de la última de las opciones.",,APARATO DIGESTIVO,,,,Esófago de Barrett.,Anillo esofágico distal (Schatzki).,Esofagitis infecciosa.,Esofagitis eosinofílica.,,4,,
2016,73,,,,"Un hombre de 52 años sin enfermedades concomitantes, acude a urgencias por melenas de 24 horas de evolución sin repercusión hemodinámica. Niega consumo de antiinflamatorios no esteroideos. El hematocrito es de 33% y el resto de la analítica es normal. La endoscopia digestiva alta realizada de forma urgente a las 6 horas del ingreso muestra un estómago normal, sin sangre ni restos hemáticos y una úlcera excavada de 8 mm de diámetro en cara anterior del bulbo duodenal con «vaso visible» en su base y sin sangrado activo. ¿Cuál de las siguientes afirmaciones es cierta?","Se trata de una úlcera de grado IIa (clasificación de Forrest), con alto riesgo de recidiva. Por eso, se indica claramente el tratamiento endoscópico y la hospitalización con tratamiento endovenoso con IBPs (en nuestro medio es habitualmente el omeprazol) durante al menos 72 horas. La cirugía está indicada en hemorragias masivas o refractarias al tratamiento médico.",,APARATO DIGESTIVO,,,,En la endoscopia inicial está indicado aplicar una terapéutica endoscópica y posteriormente instaurar tratamiento endovenoso con dosis altas de un inhibidor de la bomba de protones. Esta estrategia ha demostrado reducir el riesgo de recidiva hemorrágica y la mortalidad.,"En la endoscopia inicial, dada la ausencia de sangrado activo, no está indicado aplicar una terapéutica endoscópica. Posteriormente, para reducir el riesgo de recidiva hemorrágica, se deberá instaurar tratamiento endovenoso con dosis altas de un inhibidor de la bomba de protones.",n la endoscopia inicial está indicado aplicar una terapéutica endoscópica. No se ha podido demostrar que instaurar posteriormente tratamiento con dosis altas de un inhibidor de la bomba de protones aporte beneficio adicional alguno.,"Dado que se trata de una úlcera complicada (hemorragia) la mejor opción terapéutica, una vez resuelto el episodio hemorrágico, es una vagotomía y piloroplastia.",,1,,
2016,74,,,,"Un hombre de 67 años, diagnosticado de cirrosis hepática y bebedor activo, ingresa por cuadro de distensión abdominal progresiva con malestar difuso, de dos semanas de evolución. No refiere fiebre ni otros síntomas. A la exploración destaca matidez cambiante a la percusión abdominal, con ausencia de edemas. Se realiza una paracentesis diagnóstica, encontrando un líquido ligeramente turbio, con 2.300 células/mL, de las cuales 30% son linfocitos, 60% polimorfonucleares y 10% hematíes. ¿Cuál es la primera medida terapéutica que pautaría en este paciente de forma inmediata?","Se trata de una peritonitis bacteriana espontánea (PBE), definida por presencia de > 250 polimorfonucleares/mL en el líquido ascítico (en este caso tiene 1.380, que son el 60% de 2.300). Es indicación de iniciar cefalosporinas de 3ª generación (ceftriaxona o cefotaxima) y albúmina. Lo demás son tratamientos que pueden esperar a una mejoría (no hablan de ascitis a tensión).",,APARATO DIGESTIVO,,,,Restricción de sal y líquidos.,Tratamiento diurético con espironolactona oral.,Tratamiento con una cefalosoporina de tercera generación.,Paracentesis evacuadora.,,3,,
2016,75,,,,"Indique la situación clínica que, en relación con la infección por virus de la hepatitis B, presenta un paciente de 5 años procedente de Nigeria, con exploración física normal y con la siguiente serología frente a hepatitis B: HBsAg + / ANTI-HBs – / HbeAg – / ANTI-HBe + / ANTI-HBc IgM – / ANTI-HBc IgG + / DNA VHB +:","Que tenga anticuerpos contra el core implica contacto natural, y que sea IgG, que no es agudo. La ausencia del antígeno e descarta la replicación activa. Y la persistencia del antígeno de superficie (HBsAg) y del ADN del virus indica que sigue presente. En conjunto, indican que se trata de un portador asintomático. Los portadores del mutante pre-core habitualmente tienen periodos sintomáticos recurrentes y mayor inflamación hepática. No habría datos suficientes para descartarlo por completo, pero no está entre las respuestas e indican la exploración física completamente normal.",,APARATO DIGESTIVO,,,,Infección aguda.,Infección crónica.,Paciente vacunado.,Portador asintomático.,,4,,
