kasuZbkia,gaixotasunak,gaixotasunUMLS,sintomak,sintomenUMLS,gaixSin,gaixSinUMLS
260,lesión (subepicárdica cara (anterior )),C0332447#C1313971#C0221198,"Mujer,dolor (torácico opresivo )","C0043210#C0015780#C0086418,C1299600",crepitantes (pulmonar bilaterales ),-
261,edemas (maleolares ),C0013604,"Mujer,disnea (progresiva ),ortopnea,edemas (maleolares )","C0043210#C0015780#C0086418,C0013404#C0553668,C0085619,C0013604",crepitantes (ambas (bases )),-
262,hipertensión (arterial ),C0020538,insuficiencia (cardiaca ),C0231179,dislipemia (Causado por: insuficiencia(cardiaca )),-
263,,,"disnea,ortopnea,disnea (progresiva paroxística nocturna ),soplo (holosistólico ),ritmo de galope,ruido","C0013404#C0553668,C0085619,C1956415,C0232258,C0232200,C0006318",crepitantes (bilaterales ),-
264,"diabetes (mellitus ),disminución,fibrilación (auricular )","C0011849,C0333668#C0547047,C0004238",capacidad,C0086035,"hipertensión,palpitaciones","-,-"
265,"complicación,úlcera (gástrica ),malabsorción (de (grasas ))","C0009566#C2362589,C0038358#C1275742,C0024523","dolor (postpradial ) abdominal,distensión (abdominal ),diarrea","C0000737,C0000731,C0011991",,
266,"lesiones (cutáneas progresivas ),lesión (eritematosa pulgar (izquierdo )),lesiones","C0332447#C1313971#C0221198,C0332447#C1313971#C0221198,C0332447#C1313971#C0221198","fiebre,síntomas generales","C0015967,C0159028","estrías (rojizas ),herida","-,-"
267,"lesiones (pustulosas superficiales ),erosiones,costras (amarillentas boca )","C0332447#C1313971#C0221198,C0333307,C0205204",,,,
268,"lesiones (cutáneas ),lesiones (psoriasiformes tronco ),inflamación (articular asimétrica no (supurativa )),erosiones (glande )","C0332447#C1313971#C0221198,C0332447#C1313971#C0221198,C0021368#C0302158,C0333307",malestar (general ),C0234215#C0231218,"afectación (palmas plantas ),enrojecimiento (ocular (bilateral ))","-,C0005874"
269,"eritrodermia,zonas (ungueal amarillentas )","C0011606,C0019360","fiebre,malestar (general ),enfermedad primaria","C0015967,C0234215#C0231218,C0277554","piqueteado,zonas (ungueal amarillentas )","-,C0019360"
270,"tetralogía de Fallot,hipocalcemia","C0039685,C0020598","disfunción (tímica Causado por: hipocalcemia()),voz nasal,retraso (psicomotor )","C0277785,C0566620,C0920289#C0233565#C0424230",,
271,"abuso de drogas,ausencia","C0013146,C1689985#C0014553","fumador (activo ),dolor (costal (izquierdo )pleurítico ),disnea (progresiva ),malestar (general ),tos (seca ),cianosis,sudoración,taquicardia,murmullo vesicular","C0337664,C0574068,C0013404#C0553668,C0234215#C0231218,C0850149,C0010520,C0038990,C0039231,C0231857","febrícula,taquipneico,tiraje (supraclavicular ),VIH","-,-,-,C0458074#C0019682"
272,vómitos,C0042963,"fiebre,cefalea,mialgias,dolor (abdominal ),ictericia,inyección conjuntival","C0015967,C0018681,C0231528,C0000737,C0022346,C1761613",náuseas,-
273,"leucocitosis,desviación (Causado por: leucocitosis()izquierda leucocitos/mm3 )","C0023518#C0750426,C0185033#C0333051","fiebre con escalofríos,confusión (mental ),mialgias (difusas ),dolor (intenso ),signos (mano (izquierda )flogóticos ),leucocitosis","C0085594,C0683369#C0813178,C0231528,C0458256,C0311392,C0023518#C0750426",signos (mano (izquierda )flogóticos ),C0311392 -
274,"derrame (pleural (izquierdo )loculado ),derrame (pleural )","C0013687,C0032227","fiebre (tos (fiebre )),tos (fiebre (tos )),dolor (hemitórax (izquierdo )) en,síntomas,líquido (amarillento )","C0015967,C0010200,C0541828,C1457887,C0444611#C1304698#C1697794#C0302908#C1704353","líquido (amarillento ),células (malignas )","C0444611#C1304698#C1697794#C0302908#C1704353 -,C1269647#C0007634 C0205282"
275,"infección,lesión (cutánea miembros (inferiores )ano periné )","C0009450,C0037284","mujer,molestia","C0043210#C0015780#C0086418,C0231218","adenopatías (inguinales ),adenopatías,dolorosas (ingle )","-,-,-"
276,"artritis (reumatoide ),edemas,sedimento","C0003873,C0013604,C0333562","edemas,proteinuria","C0013604,C0033687",aumento (de (la creatinina plasmática )),C0442805
277,,,síntomas,C1457887,"hipertensión,gonartrosis","-,-"
278,"hematoma (importante palpebral ),hiposfagma,versión","C0018944,C0271297,C2607870",,,diplopia,-
279,"miopía (magna ),cataratas","C0027092,C0086543#C1510497#C0563002",,,pérdida (profunda ojo (derecho )),-
280,"hematoma (párpado (derecho )),hemorragias (intrarretinianas ojo )","C0018944,C0019080","hijo de,hemorragias (intrarretinianas ojo )","C0680063,C0019080",adormilado,-
281,"metamorfopsias,mácula,exudados (duros ),hemorragias (mácula pequeñas profundas ),drusas (ojo (contralateral )blandas )","C0271185,C0332573,C0015388#C0311437,C0019080,C1260959#C0333440","Mujer,hemorragias (mácula pequeñas profundas )","C0043210#C0015780#C0086418,C0019080","pérdida (de (visión )ojo (izquierdo )),desprendimiento (retina (neurosensorial ))","-,-"
282,"adenocarcinoma (colon estadio (T3N1M0 )),masa (lóbulo (hepático derecho ))","C0001418,C1306372#C0577559","síntomas,masa (lóbulo (hepático derecho ))","C1457887,C1306372#C0577559",,
283,"adenocarcinoma (páncreas estadio (IV )),zona (lumbar derecha )","C0001418,C0019360","parestesias,dolor (lancinante zona (lumbar derecha )periumbilical )","C0030554,C0278141#C0458257",,
284,"tumefacción,impotencia (funcional ),derrame (articular )","C0038999,C0242350,C1253936#C0311222","tumefacción,dolor (rodilla (derecha )),impotencia (funcional ),diarrea (autoiimitada ),líquido","C0038999,C0030193,C0242350,C0011991,C0444611#C1304698#C1697794#C0302908#C1704353","febricula,microorganismos","-,C0445623"
285,"artritis (metacarpofalángicas ambas (manos )),pleuritis (derecha )","C0003864,C0032231","artritis (metacarpofalángicas ambas (manos )),eritema (malar bilateral )","C0003864,C0277942",,
286,defecto (pupilar (aferente )),C0339662,"Mujer,anorexia,pérdida de (peso ),molestias (musculatura articulaciones (proximales ))","C0043210#C0015780#C0086418,C1971624,C0043096#C1285591,C0231218","dolorimiento (región (temporo-mandibular )),pérdida (de (peso )de (visión unilaterai ))","-,-"
287,"estrechamiento (espacio (articular femoro-acetabular )),esclerosis","C0332463,C0036429",dolor (inguinal ),C0239783,,
288,,,"talalgia (bilateral ),rigidez (matutina )","C0231780,C0457086","dolor (lumbosacro de (ritmo inflamatorio )),cuadros (diarreicos )","C1719974,-"
289,"artritis (aguda rodilla (derecha )),derrame (articular ),depósitos (rodillas radiodensos menisco (externo )rodilla )","C0263678,C1253936#C0311222,C0442627#C0333562","calor,dolor","C0018837#C0232417,C0030193","febrícula (37,7°C ),limitación (funcional Causado por: dolor()),cristales (romboidales ),birrefringencia,depósitos (rodillas radiodensos menisco (externo )rodilla )","-,C0449295,-,-,C0442627#C0333562"
290,"granulomatosis (Causado por: poliangeitis()),sedimento","C0521173,C0333562",,,poliangeitis,-
291,,,,,"hiposmia,infertilidad","-,-"
292,,,"Niño de,nacimiento","C0680063,C1148523#C0005615",,
293,"quemadura (eléctrica de (alto voltaje )mano (izquierda )),contractura (mano ) en flexión","C0006436,C0333068","palidez (dedos ),ausencia de pulso","C0030232#C1275397,C0277899",,
294,bocio,C0018021,"mujer,ansiedad,nerviosismo,taquicardia,hiperreflexia","C0043210#C0015780#C0086418,C0003467,C0027769,C0039231,C0151889",pérdida (de (peso )),-
295,"poliuria,diabetes (mellitus Causado por: glucemia(plasmática )),visión (borrosa )","C0032617,C0011849,C0344232","poliuria,polidipsia (intensas ),mareo,dolor (epigástrico visión (borrosa )),visión (borrosa ),sudoración,temblor","C0032617,C1994994#C0085602,C0012833#C0220870,C0232493,C0344232,C0038990,C0040822#C1527384","pérdida (involuntaria de (peso )Causado por: diabetes(mellitus Causado por: glucemia(plasmática ))),glucemia (plasmática )","-,C2585282"
296,cardiopatía (isquémica ),C0002962#C0151744,,,,
297,,,capaz de alimentarse,C2712077,,
298,hipercalcemia,C0020437,"mujer,fumadora","C0043210#C0015780#C0086418,C0337664",,
299,"nódulo (tiroideo (derecho )),bulto,nódulo (tiroideo Causado por: carcinoma(papilar tiroides )),carcinoma (papilar tiroides ),infiltración (vascular )","C0028259,C0577559,C0040137#C0342115,C0007097,C0702249#C0332448","mujer,bulto","C0043210#C0015780#C0086418,C0577559",,
300,diabetes (mellitus tipo (1 )),C0011854,"Mujer,hormigueos (ambos (pies )),dolor (parestésico )","C0043210#C0015780#C0086418,C0016579,C0030193",sensación (de pies calientes ),C0036658#C1455667 C0332285 C0424743 C0424743
301,"síncope,hipertensión (arterial ),gota,artrosis,depresión","C0039070#C0332521,C0020538,C0018099#C1321095,C0029408,C0011581#C1269683#C0025193#C0344315","caídas,mareo,síncope,caída,depresión","C0085639,C0012833#C0220870,C0039070#C0332521,C0085639,C0011581#C1269683#C0025193#C0344315",cambios (posturales en (la presión arterial )),C0443172 C0205278
302,"aborto espontáneo,enfermedad (molar )","C0000786,C0012634#C0039082","mujer,primigesta,gestación","C0043210#C0015780#C0086418,C0860096,C0549206#C0032961#C0549169",,
303,sangrado (genital ),C0019080,"Mujer,sangrado (genital ),hallazgos","C0043210#C0015780#C0086418,C0019080,C0243095",,
304,lesión (escamosa intraepitelial de (alto grado )),C0332447#C1313971#C0221198,Mujer,C0043210#C0015780#C0086418,,
305,"rectorragia (ocasional ),dismenorrea","C0267596#C0018932,C0013390","Mujer,dispareunia,disquecia,rectorragia (ocasional ),dismenorrea,dolor (saco (vaginal posterior ))","C0043210#C0015780#C0086418,C1384606,C0237326,C0267596#C0018932,C0013390,C0030193",,
306,,,"gestación,cefalea (leve ),proteinuria","C0549206#C0032961#C0549169,C0018681,C0033687",hipertensión,-
307,,,mujer,C0043210#C0015780#C0086418,,
308,"valvulopatía (reumática ),necrosis (cutánea )","C0264757,C0151799",Mujer,C0043210#C0015780#C0086418,,
309,"anemia (macrocítica ),síndrome (mielodisplásico )","C0002886,C0026986",,,"origen (carencial ),SMD","C0439659 -,-"
310,"equimosis,petequias (extremidades (inferiores ))","C0013491,C0031256","mujer,equimosis","C0043210#C0015780#C0086418,C0013491",gingivorragia,-
311,"hematemesis (Causado por: ulcus()),hipotensión","C0018926,C0020649","fiebre,escalofríos,dolor (región (lumbar ))","C0015967,C0234192#C0085593#C0424790,C0030193",ulcus,-
312,"bultos,linfoma (folicular grado (2 )),infiltrado (MO Causado por: Linfoma(folicular )),Linfoma (folicular )","C0577559,C0024301,C0332448,C0024301","Mujer,insuficiencia (cardiaca congestiva ),bultos","C0043210#C0015780#C0086418,C0231179,C0577559","diabetes (tipo (2 )),HTA,NYHA (grado (1 )),adenopatía (cervical ),adenopatías (menores territorios (cervical )axilar retroperitoneo ilíacos inguinales hígado bazo )","-,-,-,-,-"
313,"artritis (reumatoide ),desviación (comisura (bucal )),purulenta,abscesos (cutáneos múltiples ),parálisis (facial (central derecha )),derrame (pequeño pleural ),leucocitosis con neutrofilia","C0003873,C0185033#C0333051,C0439665,C0000833,C0376175#C0015469,C0032227,C3665444#C1282609","fumador,cefalea (intensa ),tos,anorexia,astenia,pérdida (de (peso )),fiebre","C0337664,C0018681,C0010200,C1971624,C0004093#C3714552,C0043096#C1285591,C0015967","EPOC,cuadro (gripal ),expectoración (purulenta ocasionalmente (hemoptoica )),febrícula,trayectos (manos espalda fistulosos ),infiltrados (apicales )","-,-,C0232515#C0038056,-,-,-"
314,rinitis (atópica ),C0002103#C0035457,"Mujer,fumadora,tos","C0043210#C0015780#C0086418,C0337664,C0010200",sibilantes (intermitentes ),-
315,"insuficiencia (respiratoria aguda ),atelectasia (tórax pulmón (derecho )),hipoxemia","C0865850,C0004144,C0700292#C0242184","baja saturación de oxígeno,inestabilidad (hemodinámica )","C0746961,C0948268",,
316,"EPOC,cardiopatía (isquémica ),IAM,claudicación (intermitente ),disminución (del (murmullo vesicular ))","C0024117,C0002962#C0151744,C0155626,C0021775,C0333668#C0547047","fumador,disnea,murmullo vesicular,sibilancias (espiratorias campos (pulmonares ))","C0337664,C0013404#C0553668,C0231857,C0231875","exacerbación (Causado por: EPOC(grave )),EPOC (grave ),HTA","-,-,-"
317,hipocratismo (digital ),C0149651,hallazgo,C0243095,"fumador (Causado por: EPOC()),EPOC","C0337671,-"
318,"cáncer (mama ) de,osteoporosis,fractura (cuello (de fémur derecho )),edema (pantorrilla (derecha )),tromboembolia (pulmonar )","C0006142#C0678222,C0029456,C0016658,C0013604,C0524702","mujer,caída,falta de aire,edema (pantorrilla (derecha )),dolor a la palpación","C0043210#C0015780#C0086418,C0085639,C0013404#C0553668,C0013604,C0234233",,
319,"disfonía,ventana (aortopulmonar ),neoplasia (cuerda (vocal izquierda ))","C1527347#C1527344#C1527340#C0042940,C0003516,C0027651#C1882062","astenia,pérdida (de (peso )),parálisis","C0004093#C3714552,C0043096#C1285591,C0522224#C0553727",ocupación (ventana (aortopulmonar )),C0028811
320,,,"cefalea (progresiva ),hemianopsia (temporal )","C0018681,C0018979",pérdida (de (visión )),-
321,masa (lóbulo (temporal izquierdo )),C1306372#C0577559,"cefalea,fiebre,rigidez (nuca ),afasia (mixta ojo ),masa (lóbulo (temporal izquierdo ))","C0018681,C0015967,C1320474#C0151315,C0003537,C1306372#C0577559","diticultad,hipodensidad","-,-"
322,"meningitis,vómitos","C0025289,C0042963","fiebre,cefalea,cefalea (intensa )","C0015967,C0018681,C0018681",,
323,"lesión (expansiva frontal (derecha )Causado por: glioma(cerebral )),glioma (cerebral ),epilepsia","C0332447#C1313971#C0221198,C0555198#C0017638,C0014544",,,pérdida (de (conciencia )),-
324,parkinsonismo (rigido-acinético hemicuerpo (derecho )),C0242422,"apraxia,habla","C0003635,C0600116#C0037817","mioclonias (sobreimpuestas ),fenómeno (de mano alienígena ),miembro (extraño )","-,- C0332285 C3714557#C1281583,C0015385"
325,,,"dificultad para encontrar las palabras,déficit (cognitivo )","C0564227,C0162429",pérdida (de (memoria )),-
326,,,"debilidad (cara ),disgeusia,hiperacusia,dolor (mastoideo (ipsilateral )),déficits (sensitivos extremidades ),habla","C0424594#C0004093#C3714552,C0234297#C0013378#C1443073#C1282895,C0034880,C0030193,C0162429,C0600116#C0037817","sensación de sabor metálico,déficit (de (la fuerza )),alteraciones (del (habla ))","C0036658#C1455667 C0332285 C0240327 C0240327,C0011155,-"
327,"anisocoria,lesión","C0003079,C0332447#C1313971#C0221198","dolor (intenso cuello ojo (izquierdo )),inestabilidad (de (la marcha )),tiene ptosis (palpebral ojo (izquierdo ))","C0458256,C0231686,C0423131",,
328,"fibrilación (auricular antiagregada ),adenocarcinoma (próstata Causado por: enfermedad()),enfermedad,hemiparesia (derecha )","C0004238,C0007112,C0012634#C0039082,C0457435",afasia,C0003537,HTA,-
329,,,mujer,C0043210#C0015780#C0086418,,
330,"microcefalia,retraso (del (crecimiento intrauterino )),cardiopatía (congénita pie (astrágalo )),hendiduras (palpebrales pequeñas ),micrognatia","C0025958,C0456070#C0015544#C0151686,C0152021#C0018798,C0332469,C0025990",recién nacido,C0021289#C2239178,"facies (peculiar ),microftalmia","C0282631 -,-"
331,"exantema (morbiliforme cefalocaudal ),enantema (Causado por: pápulas(rojizas paladar )),pápulas (rojizas paladar )","C0015230,C0014034,C0332563","fiebre (elevada ),pápulas (rojizas paladar )","C0015967,C0332563",,
332,"enfermedad (celíaca ),dermatitis (atópica ),eritema (peribucal ),vómitos","C0007570#C3263720,C0011615#C2242769,C0041834,C0042963","embarazo,distensión (abdominal ),eritema (peribucal )","C0549206#C0032961#C0549169,C0000731,C0041834","asmática,deposiciones (diarreicas )","-,-"
333,"disfagia (ocasional ),hernia (hiatal ),alergia,lesiones (eccematosas huecos (poplíteos )antecubitales )","C0232520#C0011168,C3489393,C0020517,C0332447#C1313971#C0221198","niño de,pirosis,disfagia (ocasional ),hallazgos","C0680063,C0018834,C0232520#C0011168,C0243095",,
334,"rinorrea,secreciones,enfermedad","C1260880,C0012621,C0012634#C0039082","rinorrea,estornudos,tos,accesos de tos,cianosis,aspiración","C1260880,C0037383,C0010200,C0231911,C0010520,C0700198#C0349707",,
335,"dolor (lumbar ),masa (muscular )","C0024031,C1306372#C0577559","mareo,masa (muscular ),huele a orina","C0012833#C0220870,C1306372#C0577559,C0424802","INR (de 5 ),pérdida (global Causado por: masa(muscular ))","- C0332285 -,-"
336,deformidad,C0302142,"soltero,deformidad","C0037179,C0302142",asimetri (facial ),-
337,,,"Mujer,síntomas,tristeza,anhedonia,astenia,anorexia,energía,capaz de dormir","C0043210#C0015780#C0086418,C1457887,C0344315#C3536794,C0178417,C0004093#C3714552,C1971624,C0424589,C2364286","episodios (depresivos ),decaimiento,episodio (depresivo ),hiperactiva,irritable","C0332189 -,-,C0332189,C0443272,-"
338,"vómitos,enfermedad","C0042963,C0012634#C0039082","síntomas (físicos ),dolor de cabeza,mareos,dolor,dolor (cabeza genital extremidades ),distensión (abdominal )","C1457887,C0018681,C0012833#C0220870,C0030193,C0030193,C0000731","pérdida (de (memoria )),irregularidades (menstruales )","-,-"
339,,,"malestar,conducta,comportamiento","C0231218,C0004927,C0004927",,
340,,,"niño de,dolor (dorsal )","C0680063,C0004604",,
341,"trastorno (alimentario ),susto","C0013473#C0184548,C0015726#C0520700","ansiedad,trastorno (alimentario ),susto","C0003467,C0013473#C0184548,C0015726#C0520700",,
342,,,"dolor,progresión (tumoral )","C0030193,C0178874",,
343,"esclerosis (múltiple ),depresión (psicótica )","C0026769,C0270458","capaz de comer,líquidos,actuaciones","C0566305,C0444611#C1304698#C1697794#C0302908#C1704353,C0699820",,
344,"fibrosis (quística ),mucoviscidosis,les,enfermedad","C0010674#C1527396#C0016033,C0010674#C1527396#C0016033,C1292157#C0409974,C0012634#C0039082","homocigoto,portadores,les","C0019904,C0560175,C1292157#C0409974",,
345,"enfermedad (de Duchenne ),enfermedad (recesiva ),enfermedad","C0039223#C1282408,C0012634#C0039082,C0012634#C0039082","varones,portadora","C0086582,C0560175",,
346,"hipertensión (arterial ),infarto (agudo miocardio ) de,complicación","C0020538,C0155626,C0009566#C2362589","Mujer,disnea,soplo (sistólico ),frémito","C0043210#C0015780#C0086418,C0013404#C0553668,C0232257,C0231890",elevación (de (ST )),C0439775
347,"enfermedad (renal crónica estadio (3 )),fibrilación (auricular permanente )","C0403447,C2586056",insuficiencia (grado (funcional II )cardiaca ),C0231179,"cardiopatia (isquémica ),dlsfunción (Causado por: cardiopatia(isquémica )sistólica grave no (revascularizable ))","-,-"
348,,,"dolor (toracico ),disnea,taquipnea,presión venosa (yugular ) elevada,pulso paradójico","C0030193,C0013404#C0553668,C0231835,C0520861,C0232118",cuadro (febril ),- C0015967
349,"demencia,leucocitosis,acidosis (metabólica ),fibrilación (auricular )","C0497327,C0023518#C0750426,C0220981,C0004238","Mujer,dolor (importante ) abdominal,distensión (abdominal ),leucocitosis,insuficiencia (renal )","C0043210#C0015780#C0086418,C0000737,C0000731,C0023518#C0750426,C0231179","deterioro (del (estado general )),acumatosis (Intestinal portal )","C1279889,-"
350,"fosa (iliaca izquierda ),inflamación (sigma ),absceso (mesenterico )","C0332471,C0021368#C0302158,C0000833","Mujer,dolor (abdominal epigastrio ),fiebre","C0043210#C0015780#C0086418,C0000737,C0015967",,
351,"reducción,adenocarcinoma (sigma )","C0333668,C0001418","hematoquezia,tenesmo,mal pronóstico","C0018932,C0232726,C0278252",metastasis (Causado por: adenocarcinoma(sigma )),-
352,"enfermedad (de Cushing Causado por: macroadenoma(Causado por: enfermedad()hipofisario )),macroadenoma (Causado por: enfermedad(de Cushing Causado por: macroadenoma())hipofisario )","C0221406,C0346308",,,,
353,infecciones (urinarias de (repetición )),C0009450,"mujer,obesa","C0043210#C0015780#C0086418,C0028754",diabética (tipo (2 )),-
354,trastorno,C0012634#C0039082,"mujer,amenorrea secundaria","C0043210#C0015780#C0086418,C0232940",,
355,poliuria,C0032617,"Mujer,poliuria,polidipsia,diuresis","C0043210#C0015780#C0086418,C0032617,C1994994#C0085602,C0012797",,
356,disfagia (neurológica completa Causado por: ictus(cardioembolico arteria (cerebral media izquierda ))),C0232520#C0011168,disfagia (neurológica completa Causado por: ictus(cardioembolico arteria (cerebral media izquierda ))),C0232520#C0011168,ictus (cardioembolico arteria (cerebral media izquierda )),-
357,,,"Mujer,masa (cuello ) palpable,hallazgos","C0043210#C0015780#C0086418,C0746412,C0243095","cuadro (confusional ),disfonia","-,-"
358,"leucocitosis,desviación (Causado por: leucocitosis()izquierda ),neumonía,infecciones (tracto (urinario )de (repetición )),sedimento","C0023518#C0750426,C0185033#C0333051,C0032285#C3714636,C0009450,C0333562","fiebre,escalofríos,leucocitosis,soplos (cardíaca ),piuria (intensa )","C0015967,C0234192#C0085593#C0424790,C0023518#C0750426,C0006318#C0018808,C0034359","taquipnéico,cocos (grampositivos )","-,C0009210"
359,secreción (blanquecina meato ),C0012621,disuria,C0013428,quemazón (meato (uretral )),-
360,neutropenia (grave ),C0027947#C0001824#C1534864#C1576411#C0853697,"Mujer,neutropenia (grave ),tos,fiebre,disnea (de (moderados esfuerzos )),pesar,múltiples nódulos (tórax pulmonares )","C0043210#C0015780#C0086418,C0027947#C0001824#C1534864#C1576411#C0853697,C0010200,C0015967,C0013404#C0553668,C1879338#C0018235,C0748164",expectoración (hemoptoica ),C0232515#C0038056
361,deterioro (del (nivel de conciencia )),C1265875#C0684336#C0231171,"fiebre,deterioro (del (nivel de conciencia ))","C0015967,C1265875#C0684336#C0231171","Plasmodium (falciparum ),parasitemia (Causado por: Plasmodium(falciparum ))","-,-"
362,,,"portador,fiebre","C0560175,C0015967","ictus,tiritona","-,-"
363,"inflamación (herida (ligera sin (pus ))),pus","C0021368#C0302158,C0034161","fiebre,dolor (herida ),malestar (general ),actuaciones","C0015967,C0030193,C0234215#C0231218,C0699820","herida (pequeña mano (derecha )),herida,herida (ligera sin (pus ))","-,-,-"
364,,,"Mujer,fiebre (alta ),escalofríos,cefalea,mialgias,tos (no (productiva )),dolor (torácico )","C0043210#C0015780#C0086418,C0015967,C0234192#C0085593#C0424790,C0018681,C0231528,C0850149,C0030193","proceso (gripal ),infiltrados (pulmonares bilaterales campos (inferiores ))","C1522240 -,-"
365,"consolidación,infección (Causado por: VIH())","C0702116,C0019693","tos (productiva ),dolor (pleurítico costado (derecho )),fiebre","C0239134,C0008033,C0015967",estertores (base (derecha )),-
366,"infección (Causado por: Trypanosoma(cruzi )),enfermedad","C0041234,C0012634#C0039082","Mujer,mujer,embarazo,actuaciones","C0043210#C0015780#C0086418,C0043210#C0015780#C0086418,C0549206#C0032961#C0549169,C0699820",,
367,lesiones (genitales (externos )vagina cérvix ),C0332447#C1313971#C0221198,"Mujer,Menopausia,embarazos,sangrado (vaginal ),molestias (hipogastrio ),conductas","C0043210#C0015780#C0086418,C0025320#C0567312,C0549206#C0032961#C0549169,C0426196,C0231218,C0004927",,
368,,,"Mujer,relación sexual,utiliza preservativo,flujo vaginal anormal","C0043210#C0015780#C0086418,C1314687#C0009990#C0009253,C0420877,C0476354","dolor (abdominal ),movilización (dolorosa (movilización cervical )),dolorosa (movilización (dolorosa )cervical )","C1719974,C0185112,-"
369,,,Mujer,C0043210#C0015780#C0086418,,
370,"lesión (Intraepitelial de (alto grado )),zona,carcinoma (escamoso invasor )","C0332447#C1313971#C0221198,C0019360,C0007137",Mujer,C0043210#C0015780#C0086418,coitorragias (de (repetición )),-
371,"cáncer (mama (derecha )),ganglio (centinela ),carcinoma (ductal Infiltrante pobremente dlferenciado grado (3 ))","C0006142#C0678222,C0272401#C0677944,C1412014#C1176475","Mujer,comorbilidades","C0043210#C0015780#C0086418,C1275743","afectación,afectación (macroscópica ganglio (centinela )ganglios (axilares ))","-,-"
372,abortos,C0156543#C1281512,"Mujer,embarazo término","C0043210#C0015780#C0086418,C0232991",,
373,"Sangrado (menstrual ),mioma (subseroso )","C0019080,C0027086","Mujer,gestaciones,Sangrado (menstrual ),pesar,cantidad de flujo menstrual","C0043210#C0015780#C0086418,C0549206#C0032961#C0549169,C0019080,C1879338#C0018235,C0425949",,
374,"hematuria (macroscópica ),glomerulonefritis","C0473237,C0017658",,,,
375,,,"hallazgos,proteinuria,factor reumatoide negativo","C0243095,C0033687,C0427391",orinas (espumosas ),C0042036 -
376,"edema (papila ),masa (hemisférica (derecha )),edema,desviación (Causado por: masa(hemisférica (derecha ))línea (media )),herniación (tentorial )","C0030353,C1306372#C0577559,C0013604,C0185033#C0333051,C0019270","Mujer,crisis (epilépticas ),signos (piramidales izquierdos ),edema (papila ),masa (hemisférica (derecha )),edema,signos,dolor (cabeza ) de,cefalea","C0043210#C0015780#C0086418,C0231224,C0311392,C0030353,C1306372#C0577559,C0013604,C0311392,C0018681,C0018681","crisis (epilépticas ),signos (piramidales izquierdos )","C0231224 -,C0311392 - C0205091"
377,"parálisis de la mirada vertical,lesión (captante región (pineal ))","C0339652,C0332447#C1313971#C0221198","niño de,cefalea","C0680063,C0018681",diplopia,-
378,,,"déficit (sensitivo termoalgésico pierna (izquierda )Causado por: pérdida(de (sensibilidad vibratoria )pierna (derecha ))),sensibilidad vibratoria,torpeza","C0162429,C0234198#C0576682,C0233844","pérdida (de (sensibilidad vibratoria )pierna (derecha )),pérdida (de (fuerza distal )pierna (derecha ))","-,-"
379,disminución (Lasège (derecho )de (la fuerza )pie (derecho )),C0333668#C0547047,"dolor (cara (posterior del miembro inferior derecho )) en la,hipoestesia (borde (externo del pie derecho )),ausencia de reflejo","C0015468,C0020580#C0028643,C0234146",,
380,,,"mujer,crisis (epiléptica ),aura (epigástrica olor (desagradable )),automatismos,amnesia (postcritica )","C0043210#C0015780#C0086418,C0036572#C0014544,C0236018,C0004377,C0002622",olor (desagradable ),-
381,"enfermedad (psiquiátrica ),trastornos (del (movimiento ))","C0012634#C0039082,C0012634#C0039082","temblor,disartria","C0040822#C1527384,C0013362","distonia,enfermedad (psiquiátrica )","-,C0012634#C0039082 C0205487"
382,atrofia,C0333641#C0037154,"mujer,debilidad (mano (derecha )territorios (musculares de ambos brazos )piernas ),sensibilidad,signo de Babinski (bilateral )","C0043210#C0015780#C0086418,C0424594#C0004093#C3714552,C1264642#C0439823#C0312418,C0034935",fasciculaciones (territorios (metaméricos )),-
383,,,disartria (leve ),C0013362,"hipertenso,hemiplejia (derecha ),alteraciones (en (la evocación ))","-,-,-"
384,glaucoma (primario ambos (ojos )) de ángulo abierto,C0339573,presión,C0460139,"diabético,asmático","-,-"
385,adenoma (pleomorfo parotídeo (derecho )),C0026277,"dolor,sudoración","C0030193,C0038990",enrojecimiento (piel región (preauricular )),C0005874
386,"traumatismo,fractura (diafisaria (media )tibia grado (II de Gustilo )),infección","C3263723,C0016658,C0009450",energía,C0424589,,
387,traumatismo,C3263723,"Mujer,omalgia (derecha )","C0043210#C0015780#C0086418,C0231655",diabética (insulinodependiente ),-
388,"esguince (grave tobillo ),síncope,hipotensión,defectos (de (replección )ambas (arterias pulmonares principales ))","C0038045#C0409497,C0039070#C0332521,C0020649,C1457869#C0231172","disnea (de (reposo )),mareo,síncope,signos,defectos (de (replección )ambas (arterias pulmonares principales ))","C0013404#C0553668,C0012833#C0220870,C0039070#C0332521,C0311392,C1457869#C0231172",hípertensién (pulmonar ),-
389,escoliosis (idiopática ),C0595995,signo,C0311392,premenárquica,-
390,,,"Mujer,dificultad (para (caminar )),dolor (leve muslo ),debilidad (para (la flexión )cadera ),disestesias (cara (anterior del muslo ))","C0043210#C0015780#C0086418,C0311394,C0278138,C0424594#C0004093#C3714552,C0392699",,
391,,,,,"dolor (lumbar ),febrícula","C1719974,-"
392,"fibrilación (auricular ),cardiopatía (isquémica )","C0004238,C0002962#C0151744","Mujer,caída,dolor (Causado por: caída()intenso cadera (derecha ))","C0043210#C0015780#C0086418,C0085639,C0458256","EPOC,HTA,dislipemia,acortamiento","-,-,-,C0441636"
